"site"	"y.1"	"y.2"	"y.3"	"y.4"	"y.5"	"n_observations"	"latitude"	"longitude"	"altitud"	"huella"	"time_observations_started.1"	"time_observations_started.2"	"time_observations_started.3"	"time_observations_started.4"	"time_observations_started.5"	"duration_minutes.1"	"duration_minutes.2"	"duration_minutes.3"	"duration_minutes.4"	"duration_minutes.5"	"effort_distance_km.1"	"effort_distance_km.2"	"effort_distance_km.3"	"effort_distance_km.4"	"effort_distance_km.5"	"number_observers.1"	"number_observers.2"	"number_observers.3"	"number_observers.4"	"number_observers.5"	"protocol_type.1"	"protocol_type.2"	"protocol_type.3"	"protocol_type.4"	"protocol_type.5"
"271"	"L14406107_obs773487_2021"	0	0	0	NA	NA	3	5.0334401	-75.4918719	2027	85	16.65	17.4	18.7833333333333	NA	NA	15	10	10	NA	NA	0	0	0	NA	NA	1	1	1	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"272"	"L14430834_obs2044848_2021"	1	0	1	NA	NA	3	5.3837581	-75.1620965	1982	77	15.45	6.26666666666667	14.9166666666667	NA	NA	83	212	60	NA	NA	0.79	0	0	NA	NA	1	1	1	NA	NA	"Traveling"	"Stationary"	"Stationary"	NA	NA
"273"	"L14472187_obs884204_2021"	1	1	NA	NA	NA	2	5.3543256	-74.8850505	456	60	8.56666666666667	5.8	NA	NA	NA	95	41	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"274"	"L14489611_obs793173_2021"	1	1	0	1	NA	4	5.3697776	-75.1219865	1951.5	68	8.4	7.6	13.15	16.95	NA	103	169	48	67	NA	2.82	8.87	0	0	NA	1	1	2	1	NA	"Traveling"	"Traveling"	"Stationary"	"Stationary"	NA
"275"	"L14537782_obs1967220_2021"	1	0	NA	NA	NA	2	5.0907329	-75.5456699	1700	88	10.7833333333333	12.2166666666667	NA	NA	NA	17	12	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"276"	"L14561655_obs722777_2021"	1	0	0	0	NA	4	5.3282705	-74.9259044	840	60	7.06666666666667	7.36666666666667	6.45	16.35	NA	167	284	263	120	NA	2.01	1.79	2.04	1.21	NA	1	1	1	1	NA	"Traveling"	"Traveling"	"Traveling"	"Traveling"	NA
"277"	"L14564023_obs2446453_2021"	0	1	0	1	NA	4	4.9917325	-75.571554	1495	60	17.2166666666667	10.3833333333333	15.2333333333333	15.4333333333333	NA	15	180	16	240	NA	0	0	0.02	0	NA	2	4	1	3	NA	"Stationary"	"Stationary"	"Traveling"	"Stationary"	NA
"278"	"L14590099_obs793173_2021"	1	1	1	NA	NA	3	5.3614176	-75.1149913	1809	60	12.4166666666667	9.03333333333333	13.05	NA	NA	17	111	10	NA	NA	0	1.37	0	NA	NA	1	1	1	NA	NA	"Stationary"	"Traveling"	"Stationary"	NA	NA
"279"	"L14611279_obs1790202_2021"	0	0	NA	NA	NA	2	4.9815739	-75.5586222	1712	60	9.5	15.75	NA	NA	NA	150	120	NA	NA	NA	0	0	NA	NA	NA	4	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"280"	"L14625104_obs2044848_2021"	1	1	0	NA	NA	3	5.3462502	-75.1666657	2982	22	15.2333333333333	16.2666666666667	8.48333333333333	NA	NA	112	95	27	NA	NA	1.12	0.73	0.52	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"281"	"L14742843_obs624647_2021"	1	0	NA	NA	NA	2	5.3201872	-74.9088169	630	71	7.96666666666667	7.18333333333333	NA	NA	NA	178	103	NA	NA	NA	2.24	3.05	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"282"	"L14768613_obs1862587,obs1208420,obs1934010,obs753527_2021"	0	0	NA	NA	NA	2	5.415166	-75.0110386	1530	68	6.98333333333333	9.08333333333333	NA	NA	NA	41	34	NA	NA	NA	1.05	3.52	NA	NA	NA	3	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"283"	"L14768613_obs1862587,obs1208420,obs622414,obs397020,obs1205007,obs2392909,obs1934010,obs629554_2021"	1	1	NA	NA	NA	2	5.415166	-75.0110386	1530	68	6.4	12	NA	NA	NA	21	45	NA	NA	NA	0	5.26	NA	NA	NA	8	8	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"284"	"L14826528_obs621924_2021"	0	1	0	NA	NA	3	5.0646455	-75.4637169	2224	60	5.8	6.06666666666667	15.8333333333333	NA	NA	25	16	43	NA	NA	3.02	1.33	4	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"285"	"L14846065_obs1998729_2021"	1	0	NA	NA	NA	2	5.065428	-75.5951395	1207	60	10.25	12.3166666666667	NA	NA	NA	87	32	NA	NA	NA	0	0.3	NA	NA	NA	2	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"286"	"L14854406_obs3237189,obs2443266_2021"	0	1	1	0	1	5	5.3709201	-75.0619062	1236.5	54	15.55	6.1	15.6166666666667	8.8	10.3833333333333	5	24	126	3	242	0	0.98	1.28	0	3.39	1	1	1	1	1	"Stationary"	"Traveling"	"Traveling"	"Stationary"	"Traveling"
"287"	"L14854406_obs3237189,obs2443266,obs2613500_2021"	1	1	NA	NA	NA	2	5.3709201	-75.0619062	1236.5	54	16.1166666666667	10.3833333333333	NA	NA	NA	69	256	NA	NA	NA	0.57	2.92	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"288"	"L14865935_obs923050,obs1352602,obs1790202_2021"	0	0	NA	NA	NA	2	4.9545025	-75.442615	2819	20	9.68333333333333	11.25	NA	NA	NA	238	128	NA	NA	NA	7.371	0	NA	NA	NA	5	5	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"289"	"L14923898_obs2409347_2021"	1	1	NA	NA	NA	2	4.9935927	-75.5659007	1573	62	12.7833333333333	13.1333333333333	NA	NA	NA	300	300	NA	NA	NA	6	4.5	NA	NA	NA	6	4	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"290"	"L14992775_obs2362191_2021"	0	0	NA	NA	NA	2	5.0337805	-75.5211538	1855	62	17.5	16.8333333333333	NA	NA	NA	90	30	NA	NA	NA	5	5	NA	NA	NA	3	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"291"	"L14999637_obs621924,obs1920219_2021"	0	0	0	0	0	5	5.0690041	-75.457104	2267	28	6.36666666666667	5.75	5.75	5.83333333333333	6.35	13	5	10	10	18	0.43	0.15	1	1	0.99	2	2	2	2	2	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"292"	"L15087156_obs734056,obs668929,obs1919766_2021"	0	0	NA	NA	NA	2	4.9958892	-75.5070425	2250	57	7.06666666666667	8.4	NA	NA	NA	90	168	NA	NA	NA	0.95	1.42	NA	NA	NA	3	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"293"	"L15092127_obs1836622_2021"	0	0	0	1	1	5	5.3956081	-75.1563671	2147	60	13.85	6.5	7.16666666666667	13.6	6.68333333333333	25	157	58	77	32	2.46	2.21	1.06	1.52	0	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Stationary"
"294"	"L15100865_obs1439256_2021"	1	1	1	1	0	5	5.3216461	-74.9440445	952	60	7.58333333333333	7	8.7	8.85	8	30	20	25	22	20	0	0	0	0	0	2	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"295"	"L15162599_obs2023496,obs739464,obs851548_2021"	0	0	0	NA	NA	3	5.0637087	-75.5025654	2112	94	6.86666666666667	6.91666666666667	5.5	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"296"	"L15181574_obs1321753_2021"	0	1	1	NA	NA	3	5.5592789	-74.8661401	465	57	8.3	17.2166666666667	17.05	NA	NA	2	37	54	NA	NA	0	0.26	0.88	NA	NA	1	1	1	NA	NA	"Stationary"	"Traveling"	"Traveling"	NA	NA
"297"	"L15237107_obs1321753_2021"	1	1	NA	NA	NA	2	5.6090864	-74.8724989	582	42	6.98333333333333	7.8	NA	NA	NA	91	63	NA	NA	NA	1.29	1.69	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"298"	"L15284077_obs629554_2021"	1	0	NA	NA	NA	2	5.00895	-75.5929667	1377	65	7.01666666666667	8.1	NA	NA	NA	65	59	NA	NA	NA	0.22	0.3	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"299"	"L15306451_obs884204_2021"	0	0	NA	NA	NA	2	5.0514058	-75.4862033	2162	94	8.88333333333333	18.1833333333333	NA	NA	NA	2	1	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"300"	"L15332249_obs2392909_2021"	0	1	0	1	NA	4	5.5019385	-74.9176637	749	45	11.9333333333333	17.5166666666667	14.15	16.15	NA	2	12	39	138	NA	0	1.4	1	0.57	NA	1	1	1	1	NA	"Stationary"	"Traveling"	"Traveling"	"Traveling"	NA
"301"	"L15367937_obs1321753_2021"	1	0	1	NA	NA	3	5.5765182	-74.9304394	711	45	16.5166666666667	6.93333333333333	6.03333333333333	NA	NA	22	50	64	NA	NA	0.48	1.14	0.08	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"302"	"L15375331_obs1862587,obs1934010_2021"	1	1	NA	NA	NA	2	5.4200217	-75.004675	1522	71	7	7.28333333333333	NA	NA	NA	147	138	NA	NA	NA	9.32	5.52	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"303"	"L15424869_obs566023_2021"	0	0	NA	NA	NA	2	4.989452	-75.407551	2744	48	7.91666666666667	7.35	NA	NA	NA	288	180	NA	NA	NA	1.39	1.601	NA	NA	NA	3	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"304"	"L15449813_obs1321753_2021"	0	0	NA	NA	NA	2	5.5196383	-75.0269708	1359	48	7.55	9.9	NA	NA	NA	40	17	NA	NA	NA	0.85	0.75	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"305"	"L15507877_obs2392909_2021"	1	1	NA	NA	NA	2	5.4158849	-75.0110637	1530	68	14.8666666666667	6.45	NA	NA	NA	213	138	NA	NA	NA	3.3	1.19	NA	NA	NA	1	4	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"306"	"L15519231_obs2592545_2021"	0	0	1	NA	NA	3	4.9918433	-75.5712108	1495	60	15.95	9.75	8.91666666666667	NA	NA	3	31	62	NA	NA	0	0	0.418	NA	NA	1	8	1	NA	NA	"Stationary"	"Stationary"	"Traveling"	NA	NA
"307"	"L15560599_obs1406028_2021"	0	1	NA	NA	NA	2	5.2173692	-75.7478367	1758	54	6.03333333333333	8.53333333333333	NA	NA	NA	237	152	NA	NA	NA	0	1.94	NA	NA	NA	4	2	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"308"	"L15567806_obs1073755_2021"	0	0	0	0	NA	4	4.9726219	-75.3841023	3513	31	8.8	9.68333333333333	10.2	8.71666666666667	NA	12	10	10	8	NA	0.16	0.11	0	0	NA	1	1	1	1	NA	"Traveling"	"Traveling"	"Stationary"	"Stationary"	NA
"309"	"L15572853_obs1073755_2021"	0	0	0	NA	NA	3	4.9959929	-75.4085057	2750	25	9	9.83333333333333	9.78333333333333	NA	NA	10	10	9	NA	NA	0	0	0	NA	NA	1	1	1	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"310"	"L15572890_obs1073755_2021"	0	0	0	NA	NA	3	4.9900574	-75.4006669	2848	25	7.75	11.1166666666667	8.33333333333333	NA	NA	11	12	17	NA	NA	0	0.21	0.1	NA	NA	1	1	1	NA	NA	"Stationary"	"Traveling"	"Traveling"	NA	NA
"311"	"L15572921_obs1073755_2021"	0	0	0	NA	NA	3	4.9952931	-75.4105809	2750	25	9.28333333333333	9.58333333333333	10.0166666666667	NA	NA	7	10	9	NA	NA	0	0.21	0	NA	NA	1	1	1	NA	NA	"Stationary"	"Traveling"	"Stationary"	NA	NA
"312"	"L15638450_obs1940307_2021"	0	0	0	0	0	5	4.9440353	-75.582604	1741	62	12.9333333333333	13.6666666666667	15.2	9.51666666666667	15.65	43	6	1	28	9	0	0	0	0	0	2	2	1	3	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"313"	"L15676901_obs1140789_2021"	0	0	NA	NA	NA	2	5.419692	-75.1358058	2612	28	6.91666666666667	12.8666666666667	NA	NA	NA	163	25	NA	NA	NA	2.71	0	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"314"	"L15694673_obs1073755_2021"	0	0	NA	NA	NA	2	4.9924946	-75.4337807	2448	57	7.16666666666667	12.1333333333333	NA	NA	NA	10	6	NA	NA	NA	0	0	NA	NA	NA	2	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"315"	"L15694677_obs1073755_2021"	0	0	NA	NA	NA	2	4.9941318	-75.4311223	2498	54	7.45	11.95	NA	NA	NA	8	10	NA	NA	NA	0	0.57	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"316"	"L15694679_obs1073755_2021"	0	0	NA	NA	NA	2	4.9948543	-75.4282064	2498	54	7.68333333333333	11.7166666666667	NA	NA	NA	9	8	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"317"	"L15694689_obs1073755_2021"	0	0	NA	NA	NA	2	4.9949532	-75.4266998	2536	57	7.93333333333333	11.4833333333333	NA	NA	NA	11	10	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"318"	"L15694692_obs1073755_2021"	0	0	NA	NA	NA	2	4.9957331	-75.4241527	2619	42	8.18333333333333	11.2333333333333	NA	NA	NA	13	10	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"319"	"L15694711_obs1073755_2021"	0	0	NA	NA	NA	2	4.9958007	-75.4202573	2619	42	8.5	11.0333333333333	NA	NA	NA	11	6	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"320"	"L15694717_obs1073755_2021"	0	0	NA	NA	NA	2	4.9962583	-75.4182069	2619	42	8.85	10.75	NA	NA	NA	8	10	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"321"	"L15694721_obs1073755_2021"	0	0	NA	NA	NA	2	4.9961429	-75.415701	2619	42	9.1	10.5166666666667	NA	NA	NA	10	9	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"322"	"L15694726_obs1073755_2021"	0	0	NA	NA	NA	2	4.9951454	-75.4133051	2750	25	9.35	10.2833333333333	NA	NA	NA	9	12	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"323"	"L15694743_obs1073755_2021"	0	0	NA	NA	NA	2	4.9946686	-75.4048946	2848	25	10.3333333333333	9.25	NA	NA	NA	10	11	NA	NA	NA	0	0.14	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"324"	"L15694747_obs1073755_2021"	0	0	NA	NA	NA	2	4.9929545	-75.4043379	2848	25	10.6666666666667	9.01666666666667	NA	NA	NA	7	10	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"325"	"L15694748_obs1073755_2021"	0	0	NA	NA	NA	2	4.9917933	-75.401924	2848	25	10.85	8.7	NA	NA	NA	12	10	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"326"	"L15694758_obs1073755_2021"	0	0	NA	NA	NA	2	4.9883854	-75.398396	2848	25	11.5166666666667	8.01666666666667	NA	NA	NA	10	13	NA	NA	NA	0	0.21	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"327"	"L15720465_obs1836622_2021"	1	1	NA	NA	NA	2	5.4817318	-75.131964	1722	40	11.1666666666667	16.95	NA	NA	NA	141	34	NA	NA	NA	4.68	3	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"328"	"L15727341_obs1836622_2021"	1	1	1	1	1	5	5.522068	-75.1427881	809	51	13.7333333333333	5.9	13.2833333333333	5.18333333333333	10.1166666666667	231	289	151	150	125	8.57	3.86	7.52	2.2	4.88	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"329"	"L15771640_obs1603937_2021"	0	0	0	NA	NA	3	5.3094468	-75.0053915	1338	74	8	10.4833333333333	11.1666666666667	NA	NA	5	15	23	NA	NA	0	0.19	0	NA	NA	1	1	1	NA	NA	"Stationary"	"Traveling"	"Stationary"	NA	NA
"330"	"L15818662_obs620310_2021"	1	1	1	0	0	5	5.0180191	-75.5406188	1674	62	11.4	14.5	9.25	10	15	33	90	60	60	30	0.418	0	0	0	0	1	1	1	1	1	"Traveling"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"331"	"L15852108_obs884204_2021"	0	0	NA	NA	NA	2	5.1528295	-75.5013796	1909.5	60	22.05	5.43333333333333	NA	NA	NA	2	93	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"332"	"L15881448_obs1040185_2021"	0	1	1	NA	NA	3	5.0728252	-75.6786959	1024	71	14.4833333333333	7.93333333333333	11.6833333333333	NA	NA	9	23	16	NA	NA	0.24	0.3	0	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Stationary"	NA	NA
"333"	"L15930679_obs1589994_2021"	1	1	NA	NA	NA	2	5.4113812	-74.9133779	523	34	2.98333333333333	15.5666666666667	NA	NA	NA	120	102	NA	NA	NA	2	2	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"334"	"L15938292_obs1073755_2021"	0	0	NA	NA	NA	2	4.9877291	-75.3961877	3076	25	7.3	11.6833333333333	NA	NA	NA	14	10	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"335"	"L15938299_obs1073755_2021"	0	0	NA	NA	NA	2	4.9857998	-75.3935657	3112	25	7.66666666666667	11.1333333333333	NA	NA	NA	8	10	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"336"	"L15938308_obs1073755_2021"	0	0	NA	NA	NA	2	4.9866609	-75.3885255	3076	25	8.21666666666667	10.5333333333333	NA	NA	NA	8	13	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"337"	"L15938310_obs1073755_2021"	0	0	NA	NA	NA	2	4.9847667	-75.3881205	3620	25	8.41666666666667	10.3166666666667	NA	NA	NA	9	8	NA	NA	NA	0.17	0	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"338"	"L15938325_obs1073755_2021"	0	0	NA	NA	NA	2	4.9778783	-75.385568	3620	25	9.43333333333333	9.5	NA	NA	NA	10	3	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"339"	"L15938348_obs1073755_2021"	0	0	NA	NA	NA	2	4.9738322	-75.3855654	3513	31	9.93333333333333	8.93333333333333	NA	NA	NA	7	8	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"340"	"L15948305_obs1530309_2021"	0	1	NA	NA	NA	2	5.0331423	-75.5709264	1284	62	17.9166666666667	6.13333333333333	NA	NA	NA	17	164	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"341"	"L15953058_obs1530309_2021"	0	1	NA	NA	NA	2	5.0340449	-75.5701956	1284	62	6.75	6.06666666666667	NA	NA	NA	122	180	NA	NA	NA	1.23	0.03	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"342"	"L15975162_obs164215_2021"	1	1	NA	NA	NA	2	5.032931	-75.570769	1284	62	6.15	10.8833333333333	NA	NA	NA	138	78	NA	NA	NA	1.871	0.535	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"343"	"L16149033_obs1050563_2021"	0	0	NA	NA	NA	2	4.9955491	-75.4174173	2619	42	9.58333333333333	8.65	NA	NA	NA	66	106	NA	NA	NA	1.88	2.5	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"344"	"L16149034_obs1050563_2021"	0	0	NA	NA	NA	2	4.9916074	-75.4016471	2848	25	7.88333333333333	10.4666666666667	NA	NA	NA	67	72	NA	NA	NA	1.4	1.49	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"345"	"L16152677_obs2044848_2021"	1	1	NA	NA	NA	2	5.37088	-75.1424733	2225	68	10.6166666666667	8.61666666666667	NA	NA	NA	65	240	NA	NA	NA	6.49	0	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"346"	"L16156083_obs1880441_2021"	0	0	NA	NA	NA	2	4.9895849	-75.4075045	2744	48	16.5	7.5	NA	NA	NA	60	300	NA	NA	NA	0	1	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"347"	"L16178125_obs2613500_2021"	0	0	0	0	0	5	5.3716165	-75.0613497	1236.5	54	8.25	7.8	9.25	12.95	16.9833333333333	4	71	3	2	30	0	0	0	0	0	1	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"348"	"L16178125_obs3237189,obs2443266_2021"	1	1	1	NA	NA	3	5.3716165	-75.0613497	1236.5	54	7.03333333333333	8.81666666666667	6.13333333333333	NA	NA	122	277	2	NA	NA	0.78	3.3	0.09	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"349"	"L16182189_obs793173_2021"	1	0	NA	NA	NA	2	5.3544743	-75.1138056	1652	57	10.7833333333333	17.5333333333333	NA	NA	NA	115	20	NA	NA	NA	1.67	0.28	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"350"	"L16186703_obs344478_2021"	0	0	0	NA	NA	3	5.4925194	-75.7792363	2738	51	11.6666666666667	12.3	14.1166666666667	NA	NA	21	24	13	NA	NA	0	0.36	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Traveling"	"Stationary"	NA	NA
"351"	"L16186703_obs344478,obs134199,obs1375112,obs131936_2021"	0	0	NA	NA	NA	2	5.4925194	-75.7792363	2738	51	15.8833333333333	12.7166666666667	NA	NA	NA	15	33	NA	NA	NA	0	1.29	NA	NA	NA	4	4	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"352"	"L16210554_obs1315562_2021"	0	0	NA	NA	NA	2	5.060409	-75.502321	2112	94	0.0833333333333333	22.35	NA	NA	NA	15	2	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"353"	"L16243128_obs329450_2021"	0	0	NA	NA	NA	2	5.0268063	-75.5907846	1270	62	17	11.5	NA	NA	NA	60	60	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"354"	"L16267111_obs884204_2021"	1	0	NA	NA	NA	2	4.9365741	-75.4825661	2125	51	13.35	8.36666666666667	NA	NA	NA	300	70	NA	NA	NA	3	0	NA	NA	NA	2	1	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"355"	"L16274050_obs1836622_2021"	1	0	NA	NA	NA	2	5.5020497	-75.1385945	979	34	13.3166666666667	12.3166666666667	NA	NA	NA	72	156	NA	NA	NA	5.79	3.09	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"356"	"L16307433_obs668929_2021"	0	1	NA	NA	NA	2	5.0356277	-75.4756599	2040	60	7.98333333333333	8.2	NA	NA	NA	47	127	NA	NA	NA	0.82	2.09	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"357"	"L16317706_obs802744_2021"	1	0	1	1	NA	4	5.4192797	-74.7019166	189	71	7.21666666666667	16.5666666666667	9.36666666666667	8.33333333333333	NA	53	11	70	221	NA	6.15	2.32	0	0	NA	1	1	1	1	NA	"Traveling"	"Traveling"	"Stationary"	"Stationary"	NA
"358"	"L16335408_obs513909_2021"	1	1	1	1	NA	4	5.4589635	-75.6708695	1258	65	15.55	6.4	9.85	5.8	NA	60	120	60	180	NA	0.33	0.62	0.39	1.02	NA	1	1	1	1	NA	"Traveling"	"Traveling"	"Traveling"	"Traveling"	NA
"359"	"L16338112_obs164410_2021"	0	0	0	0	NA	4	4.9882499	-75.4087801	2744	48	15.3166666666667	6.61666666666667	16.1666666666667	9.6	NA	128	100	86	60	NA	1.02	0.42	1	0.67	NA	2	2	2	2	NA	"Traveling"	"Traveling"	"Traveling"	"Traveling"	NA
"360"	"L16345880_obs344478,obs134199,obs1375112,obs131936_2021"	0	0	0	0	NA	4	5.4975705	-75.7792798	2738	51	16.3833333333333	17.8833333333333	11.5833333333333	8.58333333333333	NA	18	29	54	24	NA	0.8	1.12	1.51	1.19	NA	4	4	6	4	NA	"Traveling"	"Traveling"	"Traveling"	"Traveling"	NA
"361"	"L16345896_obs344478,obs134199,obs1375112,obs131936_2021"	0	0	0	NA	NA	3	5.5004693	-75.78098	2738	51	17.1333333333333	9.23333333333333	10.8833333333333	NA	NA	11	23	17	NA	NA	0	0	0.2	NA	NA	4	4	4	NA	NA	"Stationary"	"Stationary"	"Traveling"	NA	NA
"362"	"L16365221_obs1596781_2021"	0	0	NA	NA	NA	2	5.4925615	-75.7792389	2738	51	9.66666666666667	14.85	NA	NA	NA	74	27	NA	NA	NA	0	0	NA	NA	NA	8	3	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"363"	"L16425987_obs1352602_2021"	0	0	0	0	0	5	5.051972	-75.589393	1257	71	15.55	8.78333333333333	7.55	6.05	6.83333333333333	38	39	74	21	1	0	0	0	0	0	1	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"364"	"L16567938_obs644480_2021"	0	0	NA	NA	NA	2	4.988917	-75.407674	2744	48	7.48333333333333	11.65	NA	NA	NA	17	214	NA	NA	NA	0.099	0.745	NA	NA	NA	3	3	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"365"	"L16580289_obs1934010,obs1862587,obs622414,obs397020,obs1208420_2021"	1	0	NA	NA	NA	2	5.4077322	-74.9873113	1239	62	17.5666666666667	16.25	NA	NA	NA	10	66	NA	NA	NA	0.15	0.29	NA	NA	NA	3	4	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
