"site"	"y.1"	"y.2"	"y.3"	"y.4"	"y.5"	"n_observations"	"latitude"	"longitude"	"altitud"	"huella"	"time_observations_started.1"	"time_observations_started.2"	"time_observations_started.3"	"time_observations_started.4"	"time_observations_started.5"	"duration_minutes.1"	"duration_minutes.2"	"duration_minutes.3"	"duration_minutes.4"	"duration_minutes.5"	"effort_distance_km.1"	"effort_distance_km.2"	"effort_distance_km.3"	"effort_distance_km.4"	"effort_distance_km.5"	"number_observers.1"	"number_observers.2"	"number_observers.3"	"number_observers.4"	"number_observers.5"	"protocol_type.1"	"protocol_type.2"	"protocol_type.3"	"protocol_type.4"	"protocol_type.5"
"88"	"L1252500_obs621924,obs1414571,obs1856155,obs2764729,obs2482229,obs1920219,obs553039_2021"	1	0	0	0	0	5	5.0732224	-75.4378641	2535	20	6.01666666666667	7.03333333333333	7.81666666666667	8.98333333333333	10.7333333333333	60	46	70	104	73	1.97	0.83	0.88	1.27	1.49	2	2	2	2	2	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"89"	"L1252500_obs621924,obs1856155,obs1414571,obs2764729,obs2482229,obs1920219,obs553039_2021"	1	0	0	NA	NA	3	5.0732224	-75.4378641	2535	20	5.56666666666667	11.9666666666667	12.5	NA	NA	27	19	69	NA	NA	0.71	0.78	2.4	NA	NA	2	2	2	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"90"	"L1252500_obs621924,obs1920219_2021"	0	0	0	0	0	5	5.0732224	-75.4378641	2535	20	6.23333333333333	11.05	6.25	6.75	6.5	33	7	260	240	300	2.27	0	5	2	1	2	2	2	2	2	"Traveling"	"Stationary"	"Traveling"	"Traveling"	"Traveling"
"91"	"L1252500_obs621924,obs1920219,obs2482229,obs553039_2021"	0	0	0	0	0	5	5.0732224	-75.4378641	2535	20	6.6	8.38333333333333	10.5	12.8	13.5833333333333	79	60	44	28	76	0.13	0.83	0.95	0	1.35	2	2	2	2	2	"Traveling"	"Traveling"	"Traveling"	"Stationary"	"Traveling"
"92"	"L1252500_obs690849_2021"	0	0	NA	NA	NA	2	5.0732224	-75.4378641	2535	20	6.63333333333333	13.4333333333333	NA	NA	NA	140	68	NA	NA	NA	2.738	2.879	NA	NA	NA	4	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"93"	"L1252500_obs897647,obs624555_2021"	0	0	0	NA	NA	3	5.0732224	-75.4378641	2535	20	10	11.5333333333333	11.8166666666667	NA	NA	84	13	19	NA	NA	5.05	0.35	0.25	NA	NA	3	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"94"	"L1252507_obs416953_2021"	0	0	NA	NA	NA	2	4.9508075	-75.3543287	3999	31	8.55	6.65	NA	NA	NA	14	12	NA	NA	NA	0.433	0.158	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"95"	"L1252507_obs538843_2021"	0	0	NA	NA	NA	2	4.9508075	-75.3543287	3999	31	13.1333333333333	13.4666666666667	NA	NA	NA	75	93	NA	NA	NA	5.99	3.19	NA	NA	NA	4	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"96"	"L1252511_obs1020234,obs1301246,obs1058676_2021"	0	0	NA	NA	NA	2	4.9982367	-75.3284859	3764	62	10.5166666666667	11.7833333333333	NA	NA	NA	66	19	NA	NA	NA	0.57	0	NA	NA	NA	2	3	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"97"	"L1252511_obs1790202_2021"	0	0	NA	NA	NA	2	4.9982367	-75.3284859	3764	62	8.18333333333333	7	NA	NA	NA	30	30	NA	NA	NA	0.3	0.1	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"98"	"L1252511_obs431114_2021"	0	0	0	NA	NA	3	4.9982367	-75.3284859	3764	62	7.25	11.75	6.5	NA	NA	270	240	240	NA	NA	6.437	6.437	6.437	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"99"	"L1252511_obs538149_2021"	0	0	0	NA	NA	3	4.9982367	-75.3284859	3764	62	6.7	8.7	9.75	NA	NA	102	52	20	NA	NA	7.216	1.609	0.372	NA	NA	9	9	9	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"100"	"L1252511_obs623245_2021"	0	0	NA	NA	NA	2	4.9982367	-75.3284859	3764	62	7.01666666666667	7.7	NA	NA	NA	40	25	NA	NA	NA	0.49	0.42	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"101"	"L1252511_obs724180_2021"	0	0	0	0	NA	4	4.9982367	-75.3284859	3764	62	10.7	6.35	16.0333333333333	7.76666666666667	NA	64	33	42	16	NA	3.86	2.01	0.25	0	NA	1	1	1	1	NA	"Traveling"	"Traveling"	"Traveling"	"Stationary"	NA
"102"	"L1252511_obs744505,obs561804_2021"	0	0	NA	NA	NA	2	4.9982367	-75.3284859	3764	62	13.9166666666667	14	NA	NA	NA	43	30	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"103"	"L1252544_obs722777_2021"	0	0	1	0	0	5	5.3239667	-74.9272565	840	60	14.9	8.1	5.65	10.0166666666667	6.93333333333333	205	145	225	68	105	4.68	3.51	6.76	1.89	5.4	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"104"	"L1252544_obs722777,obs819785,obs645717,obs845753_2021"	1	0	NA	NA	NA	2	5.3239667	-74.9272565	840	60	15.3833333333333	10.6333333333333	NA	NA	NA	48	115	NA	NA	NA	3.74	7.6	NA	NA	NA	7	7	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"105"	"L12528622_obs1685749_2021"	0	1	NA	NA	NA	2	5.2123407	-75.637423	891	60	13.75	19.15	NA	NA	NA	104	160	NA	NA	NA	0	1.03	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"106"	"L12530207_obs1352185_2021"	0	0	0	NA	NA	3	5.3297607	-75.0439599	1317	60	6.7	8.35	6.06666666666667	NA	NA	49	120	192	NA	NA	0	0.483	2.092	NA	NA	1	1	1	NA	NA	"Stationary"	"Traveling"	"Traveling"	NA	NA
"107"	"L12532725_obs802744_2021"	1	1	1	0	NA	4	5.0181342	-75.5413945	1737	62	17.15	6.93333333333333	7.33333333333333	17.55	NA	59	23	30	28	NA	0	0	0	0	NA	1	1	1	1	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"108"	"L12548639_obs960565_2021"	0	0	0	0	0	5	4.9396754	-75.4833386	2125	51	13.2833333333333	8.6	9.96666666666667	11.6166666666667	9.06666666666667	180	120	120	120	157	0	0	0	1.046	1.352	1	1	1	4	1	"Stationary"	"Stationary"	"Stationary"	"Traveling"	"Traveling"
"109"	"L12683199_obs773487_2021"	0	0	NA	NA	NA	2	5.0797222	-75.6830556	1014	71	15.0333333333333	8.16666666666667	NA	NA	NA	5	35	NA	NA	NA	0.09	0.83	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"110"	"L12716909_obs884204_2021"	1	0	0	NA	NA	3	5.1047001	-75.6257045	1037	60	11.8833333333333	10	9.46666666666667	NA	NA	3	10	10	NA	NA	0	0	0	NA	NA	1	1	1	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"111"	"L12779871_obs1603937,obs1439256_2021"	0	0	NA	NA	NA	2	5.294779	-75.020827	1194	60	6.18333333333333	7.08333333333333	NA	NA	NA	30	33	NA	NA	NA	0.73	0.65	NA	NA	NA	2	2	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"112"	"L12839116_obs1836622_2021"	0	1	NA	NA	NA	2	5.3678852	-75.1446942	2225	68	11.7666666666667	6.86666666666667	NA	NA	NA	127	300	NA	NA	NA	2.94	6.43	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"113"	"L12841204_obs1664735_2021"	1	0	NA	NA	NA	2	5.061586	-75.47765	2155	94	6.33333333333333	5.75	NA	NA	NA	45	60	NA	NA	NA	7	4	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"114"	"L12909389_obs668929,obs1919766,obs1673374_2021"	0	0	NA	NA	NA	2	4.98177	-75.492305	2503	57	7.31666666666667	7.46666666666667	NA	NA	NA	5	8	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"115"	"L12909389_obs734056,obs668929,obs1919766_2021"	0	0	0	0	NA	4	4.98177	-75.492305	2503	57	6.5	6.61666666666667	7.06666666666667	6.88333333333333	NA	5	5	5	5	NA	0	0	0	0	NA	2	2	2	2	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"116"	"L12924970_obs1998729_2021"	0	0	0	1	NA	4	5.0650476	-75.5952062	1207	60	10.0166666666667	10.4	10.1166666666667	13.9333333333333	NA	33	21	22	107	NA	0	0	0	0	NA	1	1	1	1	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"117"	"L12949272_obs1836622_2021"	0	0	NA	NA	NA	2	5.4124291	-75.1311625	2612	28	6.1	5.88333333333333	NA	NA	NA	34	224	NA	NA	NA	1.57	4.85	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"118"	"L12950174_obs2044848_2021"	0	0	NA	NA	NA	2	5.3826625	-75.1636908	2036	62	17.1166666666667	7.61666666666667	NA	NA	NA	34	90	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"119"	"L12958563_obs668929,obs1919766,obs1673374_2021"	0	0	0	NA	NA	3	4.970309	-75.497811	2343	57	7.93333333333333	8.06666666666667	8.18333333333333	NA	NA	5	5	8	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"120"	"L12958563_obs734056,obs668929,obs1919766_2021"	0	0	0	0	0	5	4.970309	-75.497811	2343	57	7.08333333333333	7.33333333333333	7.56666666666667	7.66666666666667	7.78333333333333	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"121"	"L12958605_obs668929,obs1919766,obs1673374_2021"	0	0	0	NA	NA	3	4.953397	-75.479793	2392	40	9.83333333333333	10.05	10.15	NA	NA	9	5	7	NA	NA	0.11	0	0.21	NA	NA	2	2	2	NA	NA	"Traveling"	"Stationary"	"Traveling"	NA	NA
"122"	"L12958605_obs734056,obs668929,obs1919766_2021"	1	0	0	0	0	5	4.953397	-75.479793	2392	40	11.05	8.95	8.85	9.28333333333333	9.38333333333333	61	5	5	5	5	7.65	0	0	0	0	2	2	2	2	2	"Traveling"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"123"	"L12958626_obs668929,obs1919766,obs1673374_2021"	0	0	0	NA	NA	3	4.936976	-75.465077	2408	40	10.6833333333333	10.7833333333333	10.9166666666667	NA	NA	5	8	6	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"124"	"L12958626_obs668929,obs1919766,obs734056_2021"	0	0	NA	NA	NA	2	4.936976	-75.465077	2408	40	7.21666666666667	7.01666666666667	NA	NA	NA	5	5	NA	NA	NA	0	0.11	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"125"	"L12958626_obs734056,obs668929,obs1919766_2021"	0	0	0	0	NA	4	4.936976	-75.465077	2408	40	9.63333333333333	9.51666666666667	9.41666666666667	6.83333333333333	NA	5	5	5	5	NA	0	0	0	0	NA	2	2	2	2	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"126"	"L12958646_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.947131	-75.496149	1935	51	8.83333333333333	8.71666666666667	8.61666666666667	NA	NA	7	7	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"127"	"L12958646_obs734056,obs1919766,obs668929_2021"	0	0	0	0	0	5	4.947131	-75.496149	1935	51	8.35	8.43333333333333	8.55	8.3	8.5	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"128"	"L12958656_obs1673374,obs1919766,obs668929_2021"	1	0	1	NA	NA	3	4.949246	-75.496977	1935	51	8.45	8.33333333333333	8.21666666666667	NA	NA	5	5	6	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"129"	"L12958656_obs734056,obs1919766,obs668929_2021"	0	0	0	0	0	5	4.949246	-75.496977	1935	51	7.7	7.83333333333333	8.05	7.8	8.03333333333333	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"130"	"L12958668_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.949687	-75.50055	1935	51	9.66666666666667	9.51666666666667	9.3	NA	NA	6	5	12	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"131"	"L12958668_obs734056,obs1919766,obs668929_2021"	1	0	0	0	0	5	4.949687	-75.50055	1935	51	8.95	9.03333333333333	9.15	8.8	9.03333333333333	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"132"	"L12958679_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.951709	-75.499195	2142	54	7.96666666666667	7.83333333333333	7.43333333333333	NA	NA	8	7	9	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"133"	"L12958679_obs734056,obs1919766,obs668929_2021"	0	0	0	0	0	5	4.951709	-75.499195	2142	54	7.21666666666667	7.33333333333333	7.43333333333333	7.33333333333333	7.46666666666667	5	5	5	5	5	0	0	0	0.12	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Traveling"	"Stationary"
"134"	"L12958692_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.955325	-75.499786	2142	54	7.23333333333333	7.13333333333333	7.01666666666667	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"135"	"L12958692_obs734056,obs1919766,obs668929_2021"	0	0	0	0	0	5	4.955325	-75.499786	2142	54	6.75	6.88333333333333	6.96666666666667	6.91666666666667	7.11666666666667	5	5	5	5	5	0.78	0	0	0	0	2	2	2	2	2	"Traveling"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"136"	"L12958709_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.92573	-75.449622	2693.5	42	7.13333333333333	7.05	6.93333333333333	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"137"	"L12958709_obs668929,obs1919766,obs734056_2021"	0	0	NA	NA	NA	2	4.92573	-75.449622	2693.5	42	8.2	7.96666666666667	NA	NA	NA	5	5	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"138"	"L12958709_obs668929,obs734056,obs1919766_2021"	0	0	NA	NA	NA	2	4.92573	-75.449622	2693.5	42	7.5	7.28333333333333	NA	NA	NA	5	5	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"139"	"L12958709_obs734056,obs668929,obs1919766_2021"	0	0	0	NA	NA	3	4.92573	-75.449622	2693.5	42	7.38333333333333	7.45	7.61666666666667	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"140"	"L12984571_obs1352185_2021"	0	1	1	0	1	5	5.064656	-75.4671142	2224	60	6.6	10.8333333333333	5.96666666666667	5.81666666666667	6.36666666666667	123	85	143	185	113	2.575	3.541	2.124	5.037	1.625	1	1	1	1	1	"Traveling"	"Traveling"	"Traveling"	"Traveling"	"Traveling"
"141"	"L13094534_obs1589994_2021"	1	0	0	1	1	5	5.4030356	-75.0049442	1547	68	8.78333333333333	17.1666666666667	16.9666666666667	6.76666666666667	11.2166666666667	13	33	41	45	33	0.15	0.18	0	0	0.26	1	1	1	1	1	"Traveling"	"Traveling"	"Stationary"	"Stationary"	"Traveling"
"142"	"L13123385_obs162659_2021"	1	1	0	1	1	5	5.0331324	-75.5708209	1284	62	6.16666666666667	5.96666666666667	18.5833333333333	5.73333333333333	17.6166666666667	60	16	19	20	29	0	0.1	0	0	0.1	1	1	1	1	1	"Stationary"	"Traveling"	"Stationary"	"Stationary"	"Traveling"
"143"	"L13123385_obs162659,obs92701_2021"	0	0	NA	NA	NA	2	5.0331324	-75.5708209	1284	62	11.1333333333333	17.4666666666667	NA	NA	NA	30	40	NA	NA	NA	0	0.1	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"144"	"L13133803_obs1025697_2021"	0	0	NA	NA	NA	2	5.0530911	-75.476148	2209	60	8.66666666666667	1	NA	NA	NA	3	10	NA	NA	NA	0	0	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"145"	"L13145377_obs693372_2021"	1	0	0	NA	NA	3	5.049558	-75.4897632	2135	91	10.2833333333333	9.81666666666667	7.55	NA	NA	16	8	11	NA	NA	0.15	0	0.81	NA	NA	1	1	1	NA	NA	"Traveling"	"Stationary"	"Traveling"	NA	NA
"146"	"L13149305_obs561960_2021"	0	0	NA	NA	NA	2	4.937	-75.482	2125	51	6.61666666666667	6.61666666666667	NA	NA	NA	120	180	NA	NA	NA	2	2	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"147"	"L13155258_obs1589994_2021"	0	1	0	NA	NA	3	5.4203088	-74.9558521	828	57	6.51666666666667	6.61666666666667	7.71666666666667	NA	NA	144	121	74	NA	NA	4.35	4.48	1.96	NA	NA	1	1	1	NA	NA	"Traveling"	"Traveling"	"Traveling"	NA	NA
"148"	"L13162502_obs693372_2021"	0	0	0	0	1	5	5.0360446	-75.4729743	2040	60	10.7166666666667	9.73333333333333	9.71666666666667	9.58333333333333	9.01666666666667	38	12	14	9	11	0	0	0	0	0	1	1	1	1	1	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"149"	"L13168241_obs793173_2021"	1	1	NA	NA	NA	2	5.3839681	-75.0989033	1906	51	13.3666666666667	11.2166666666667	NA	NA	NA	180	280	NA	NA	NA	0	4.99	NA	NA	NA	1	1	NA	NA	NA	"Stationary"	"Traveling"	NA	NA	NA
"150"	"L13182076_obs1673374,obs1919766,obs668929_2021"	0	0	0	0	0	5	4.9978333	-75.5484392	1535	60	6.45	6.66666666666667	9.85	9.33333333333333	9.21666666666667	6	5	23	5	6	0.26	0	0	0	0	1	2	2	2	2	"Traveling"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"151"	"L13182076_obs734056,obs1919766,obs668929_2021"	1	0	0	NA	NA	3	4.9978333	-75.5484392	1535	60	6.85	6.96666666666667	7.56666666666667	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"152"	"L13182076_obs734056,obs668929,obs1919766_2021"	0	0	0	0	0	5	4.9978333	-75.5484392	1535	60	6.63333333333333	6.45	7.13333333333333	7.4	7.71666666666667	5	5	5	5	2	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"153"	"L13182126_obs734056,obs668929,obs1919766_2021"	1	0	1	NA	NA	3	4.9888696	-75.5504036	1555	60	7.05	7.16666666666667	7.25	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"154"	"L13182292_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.9862925	-75.5508617	1555	60	8.78333333333333	8.66666666666667	8.58333333333333	NA	NA	6	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"155"	"L13182292_obs668929,obs1919766,obs1673374_2021"	0	0	0	NA	NA	3	4.9862925	-75.5508617	1555	60	7.38333333333333	7.55	7.66666666666667	NA	NA	7	6	7	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"156"	"L13182292_obs734056,obs1919766,obs668929_2021"	0	0	NA	NA	NA	2	4.9862925	-75.5508617	1555	60	8.05	8.15	NA	NA	NA	5	5	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"157"	"L13182292_obs734056,obs668929,obs1919766_2021"	1	0	0	1	0	5	4.9862925	-75.5508617	1555	60	7.76666666666667	7.63333333333333	7.9	7.93333333333333	8.41666666666667	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"158"	"L13182613_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.9747342	-75.5396125	1681	60	6.88333333333333	6.76666666666667	6.66666666666667	NA	NA	12	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"159"	"L13182613_obs668929,obs1919766,obs1673374_2021"	0	0	0	NA	NA	3	4.9747342	-75.5396125	1681	60	8.66666666666667	8.95	9.11666666666667	NA	NA	15	9	7	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"160"	"L13182613_obs734056,obs1919766,obs668929_2021"	0	1	0	0	0	5	4.9747342	-75.5396125	1681	60	7.3	7.41666666666667	8.5	8.63333333333333	8.7	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"161"	"L13182613_obs734056,obs668929,obs1919766_2021"	0	0	1	NA	NA	3	4.9747342	-75.5396125	1681	60	8.53333333333333	8.41666666666667	8.3	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"162"	"L13182860_obs1673374,obs1919766,obs668929_2021"	0	0	1	NA	NA	3	4.9792767	-75.5385592	1593	54	6.36666666666667	6.26666666666667	6.16666666666667	NA	NA	7	6	5	NA	NA	0	0	0	NA	NA	2	2	1	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"163"	"L13182860_obs668929,obs1919766,obs1673374_2021"	0	0	0	NA	NA	3	4.9792767	-75.5385592	1593	54	9.38333333333333	9.5	9.61666666666667	NA	NA	6	5	4	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"164"	"L13182860_obs668929,obs1919766,obs734056_2021"	0	0	NA	NA	NA	2	4.9792767	-75.5385592	1593	54	6.86666666666667	6.76666666666667	NA	NA	NA	5	5	NA	NA	NA	0	0	NA	NA	NA	2	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"165"	"L13182860_obs734056,obs1919766,obs668929_2021"	0	0	0	0	NA	4	4.9792767	-75.5385592	1593	54	7.01666666666667	7.95	8.06666666666667	8.15	NA	5	5	5	5	NA	0	0	0	0	NA	2	2	2	2	NA	"Stationary"	"Stationary"	"Stationary"	"Stationary"	NA
"166"	"L13182860_obs734056,obs668929,obs1919766_2021"	0	0	0	NA	NA	3	4.9792767	-75.5385592	1593	54	9.11666666666667	8.98333333333333	8.86666666666667	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"167"	"L13183030_obs1673374,obs1919766,obs668929_2021"	0	0	0	NA	NA	3	4.9856625	-75.5436325	1675	57	7.91666666666667	7.8	7.53333333333333	NA	NA	5	5	10	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"168"	"L13183030_obs668929,obs1919766,obs1673374_2021"	0	1	0	NA	NA	3	4.9856625	-75.5436325	1675	57	7.96666666666667	8.1	8.25	NA	NA	7	7	6	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"169"	"L13183030_obs734056,obs1919766,obs668929_2021"	1	0	1	NA	NA	3	4.9856625	-75.5436325	1675	57	7.51666666666667	7.63333333333333	7.4	NA	NA	5	5	5	NA	NA	0	0	0	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Stationary"	NA	NA
"170"	"L13183030_obs734056,obs668929,obs1919766_2021"	0	0	1	0	0	5	4.9856625	-75.5436325	1675	57	9.41666666666667	9.51666666666667	8.8	8.9	9	5	5	5	5	5	0	0	0	0	0	2	2	2	2	2	"Stationary"	"Stationary"	"Stationary"	"Stationary"	"Stationary"
"171"	"L13188919_obs239797_2021"	0	0	NA	NA	NA	2	4.9964171	-75.4171208	2619	42	16.3	5.98333333333333	NA	NA	NA	67	190	NA	NA	NA	0.64	5.07	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"172"	"L13192481_obs693372_2021"	0	0	NA	NA	NA	2	4.9962097	-75.4364962	2398	57	9.9	8.81666666666667	NA	NA	NA	38	15	NA	NA	NA	0	0	NA	NA	NA	1	2	NA	NA	NA	"Stationary"	"Stationary"	NA	NA	NA
"173"	"L13200476_obs1321753_2021"	1	1	0	0	NA	4	5.5390586	-75.0209665	1100	48	16.2666666666667	7.96666666666667	9.8	13.2666666666667	NA	22	30	19	10	NA	0.28	0.19	0.87	0.32	NA	1	1	1	1	NA	"Traveling"	"Traveling"	"Traveling"	"Traveling"	NA
"174"	"L13200476_obs1699884_2021"	1	1	NA	NA	NA	2	5.5390586	-75.0209665	1100	48	17.5	5.43333333333333	NA	NA	NA	20	110	NA	NA	NA	0.7	1.5	NA	NA	NA	1	1	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"175"	"L13208474_obs669195_2021"	1	1	NA	NA	NA	2	5.3362903	-75.5848194	1071	57	1.5	13.5	NA	NA	NA	258	160	NA	NA	NA	8	0	NA	NA	NA	3	3	NA	NA	NA	"Traveling"	"Stationary"	NA	NA	NA
"176"	"L13247045_obs734056,obs1919766,obs668929_2021"	1	1	NA	NA	NA	2	4.9918008	-75.571203	1495	60	8.65	9.65	NA	NA	NA	253	163	NA	NA	NA	2.41	2.9	NA	NA	NA	2	10	NA	NA	NA	"Traveling"	"Traveling"	NA	NA	NA
"177"	"L13247045_obs734056,obs668929,obs629554,obs1919766_2021"	0	1	0	NA	NA	3	4.9918008	-75.571203	1495	60	9.25	10.0333333333333	10.8166666666667	NA	NA	40	46	107	NA	NA	0	1.04	2.2	NA	NA	4	4	4	NA	NA	"Stationary"	"Traveling"	"Traveling"	NA	NA
"178"	"L13248169_obs1919766,obs1673374,obs668929_2021"	0	0	0	NA	NA	3	4.9367967	-75.50701	2166.5	45	6.81666666666667	6.68333333333333	6.56666666666667	NA	NA	5	5	5	NA	NA	0	0	0.18	NA	NA	2	2	2	NA	NA	"Stationary"	"Stationary"	"Traveling"	NA	NA
