id;lon;lat;scientificName
160070993;-83.2583;40.0009;Graptemys geographica
160080525;-73.2847;43.5648;Graptemys geographica
159999936;-85.1376;42.2074;Graptemys geographica
160015424;-81.9127;42.3478;Graptemys geographica
159840930;-83.2405;42.3246;Graptemys geographica
160128196;-85.7621;44.615;Graptemys geographica
160136907;-78.1384;44.577;Graptemys geographica
160690640;-81.8846;41.4097;Graptemys geographica
156376598;-82.5603;42.3041;Graptemys geographica
156414286;-81.2936;42.8733;Graptemys geographica
156735951;-85.338;42.5283;Graptemys geographica
156748780;-85.8155;38.9408;Graptemys geographica
157448746;-85.8621;44.2836;Graptemys geographica
157478399;-79.7818;45.3847;Graptemys geographica
157496701;-79.9925;43.3193;Graptemys geographica
157699665;-78.0404;44.5077;Graptemys geographica
157769987;-79.9597;43.3798;Graptemys geographica
157944397;-76.3785;44.2807;Graptemys geographica
158197377;-82.9744;40.6175;Graptemys geographica
157987213;-76.1052;44.3438;Graptemys geographica
158344939;-76.3194;44.7818;Graptemys geographica
159118210;-84.5183;42.7182;Graptemys geographica
159386575;-83.6072;42.2262;Graptemys geographica
159565518;-81.81;42.7677;Graptemys geographica
159665248;-76.4136;44.4014;Graptemys geographica
159800292;-79.9154;43.2196;Graptemys geographica
160082488;-76.5688;44.3687;Graptemys geographica
156436764;-81.9537;42.3121;Graptemys geographica
156450040;-85.1657;42.298;Graptemys geographica
156450515;-74.95;40.3646;Graptemys geographica
156453572;-73.2569;44.333;Graptemys geographica
156459784;-85.6927;38.2398;Graptemys geographica
156466065;-83.019;40.0217;Graptemys geographica
156468509;-80.0944;42.1587;Graptemys geographica
156470552;-73.3305;43.7453;Graptemys geographica
156368230;-80.362;45.4786;Graptemys geographica
156376735;-74.9619;40.394;Graptemys geographica
156389566;-79.8411;43.3514;Graptemys geographica
156391829;-82.5966;36.7972;Graptemys geographica
156400976;-82.4244;36.9484;Graptemys geographica
156409449;-79.9816;44.6505;Graptemys geographica
156412861;-81.8986;42.3995;Graptemys geographica
156414695;-84.6929;39.2912;Graptemys geographica
156419388;-85.4031;42.4053;Graptemys geographica
156751639;-79.9686;43.3634;Graptemys geographica
156761743;-85.4051;42.4046;Graptemys geographica
156769780;-75.4372;45.5175;Graptemys geographica
156774999;-80.0902;42.1599;Graptemys geographica
156786871;-83.0125;39.948;Graptemys geographica
156803623;-76.6501;43.2658;Graptemys geographica
156353248;-85.4004;42.4033;Graptemys geographica
156361015;-84.4204;39.0856;Graptemys geographica
156868123;-81.9067;42.3289;Graptemys geographica
156872341;-84.4919;39.0489;Graptemys geographica
156910039;-76.3336;44.5296;Graptemys geographica
156811387;-77.8121;40.3653;Graptemys geographica
156879030;-83.1629;41.6155;Graptemys geographica
156881025;-82.9886;40.8032;Graptemys geographica
157281797;-73.3979;44.2367;Graptemys geographica
157401515;-76.2584;44.4736;Graptemys geographica
157403258;-76.1794;44.5698;Graptemys geographica
157527346;-74.9601;40.3898;Graptemys geographica
157460462;-76.1705;44.508;Graptemys geographica
157473519;-84.5908;38.2158;Graptemys geographica
157474078;-76.2237;44.5515;Graptemys geographica
157481408;-80.3607;43.0933;Graptemys geographica
157481519;-81.948;42.3405;Graptemys geographica
157499241;-73.2807;44.3212;Graptemys geographica
157515837;-85.4041;42.4062;Graptemys geographica
157626429;-79.6391;44.9966;Graptemys geographica
157629695;-76.3231;44.7889;Graptemys geographica
157534749;-76.1286;44.5036;Graptemys geographica
157411601;-76.4466;45.4259;Graptemys geographica
157419964;-80.3016;43.5145;Graptemys geographica
157422009;-76.3243;45.4076;Graptemys geographica
157680702;-77.2862;44.0439;Graptemys geographica
157693103;-76.3194;44.7774;Graptemys geographica
157543591;-79.7063;45.0872;Graptemys geographica
157644471;-75.5687;45.4461;Graptemys geographica
157541968;-76.1545;44.5113;Graptemys geographica
157284765;-78.3914;44.3191;Graptemys geographica
157287809;-85.338;42.5283;Graptemys geographica
157563774;-83.5567;40.846;Graptemys geographica
157566110;-76.5034;45.3855;Graptemys geographica
157567381;-83.8624;42.3295;Graptemys geographica
157581856;-77.2098;44.1807;Graptemys geographica
157597867;-84.2604;39.2902;Graptemys geographica
157603453;-76.0218;44.2953;Graptemys geographica
157607220;-83.188;39.8484;Graptemys geographica
157608214;-75.9228;44.4013;Graptemys geographica
157718381;-83.1836;41.6155;Graptemys geographica
157720815;-76.5712;45.3837;Graptemys geographica
157733554;-84.7812;43.6085;Graptemys geographica
157762356;-83.915;42.3847;Graptemys geographica
157775130;-76.3354;44.6512;Graptemys geographica
157788008;-79.8332;43.3336;Graptemys geographica
157665660;-76.4629;44.5634;Graptemys geographica
157668403;-79.952;43.2099;Graptemys geographica
157832032;-79.858;43.3696;Graptemys geographica
157707160;-78.1989;44.4225;Graptemys geographica
157860532;-79.8478;44.9639;Graptemys geographica
157958612;-81.3955;42.8179;Graptemys geographica
157793809;-76.3302;44.5683;Graptemys geographica
157803057;-76.5772;44.2711;Graptemys geographica
157993810;-75.5895;45.4658;Graptemys geographica
158009704;-76.5708;44.3714;Graptemys geographica
158016387;-76.347;45.4142;Graptemys geographica
158027286;-81.8951;42.3148;Graptemys geographica
157862747;-83.9032;42.3667;Graptemys geographica
158156301;-81.8799;36.9609;Graptemys geographica
158171358;-81.8785;42.3219;Graptemys geographica
157981323;-73.2004;44.0642;Graptemys geographica
158227168;-85.4001;42.4036;Graptemys geographica
158135002;-81.8373;37.0725;Graptemys geographica
158135102;-84.2606;42.3366;Graptemys geographica
158141563;-79.0353;44.4169;Graptemys geographica
158338487;-85.462;42.7131;Graptemys geographica
158351144;-83.9993;42.435;Graptemys geographica
158355938;-83.8577;37.713;Graptemys geographica
158242271;-76.4775;44.5958;Graptemys geographica
158323869;-82.5953;42.245;Graptemys geographica
158587637;-76.1823;45.3702;Graptemys geographica
158592861;-76.4306;44.441;Graptemys geographica
158531214;-76.9905;40.5675;Graptemys geographica
158540014;-76.255;44.7924;Graptemys geographica
158554463;-85.4;42.4035;Graptemys geographica
159111043;-82.5564;42.1427;Graptemys geographica
159118745;-76.3375;44.5509;Graptemys geographica
159123426;-73.3173;44.719;Graptemys geographica
159136907;-76.1735;44.5494;Graptemys geographica
159148687;-81.416;41.2143;Graptemys geographica
159158458;-73.2845;43.6683;Graptemys geographica
159169151;-76.1071;45.4767;Graptemys geographica
159242430;-79.5612;43.6232;Graptemys geographica
159245359;-85.5163;42.8764;Graptemys geographica
159266743;-82.3535;36.3134;Graptemys geographica
159276392;-85.4041;42.4062;Graptemys geographica
159276721;-73.3319;44.0532;Graptemys geographica
159281552;-76.0746;44.4077;Graptemys geographica
159318167;-84.3887;39.288;Graptemys geographica
159326844;-83.7925;38.9383;Graptemys geographica
159336388;-74.95;40.3646;Graptemys geographica
159388954;-75.5591;45.4698;Graptemys geographica
159413166;-81.9716;42.2836;Graptemys geographica
159421609;-76.4643;43.4743;Graptemys geographica
159429684;-79.7091;44.9824;Graptemys geographica
159433012;-73.4453;43.1985;Graptemys geographica
159450602;-75.5274;45.4536;Graptemys geographica
159299694;-75.9558;45.3894;Graptemys geographica
159512993;-76.2259;44.4675;Graptemys geographica
159532391;-76.4884;44.326;Graptemys geographica
159546423;-79.8549;43.3652;Graptemys geographica
159565585;-76.0624;44.4575;Graptemys geographica
159571771;-84.8424;43.5824;Graptemys geographica
159491760;-83.3734;42.1368;Graptemys geographica
159498163;-84.0258;43.3622;Graptemys geographica
159506048;-84.7812;43.6085;Graptemys geographica
159647071;-82.9263;42.2401;Graptemys geographica
159523950;-77.5031;44.2198;Graptemys geographica
159769678;-84.1674;39.8701;Graptemys geographica
159777054;-79.9592;43.3911;Graptemys geographica
159674587;-83.0645;40.2283;Graptemys geographica
159686291;-75.5306;45.4525;Graptemys geographica
159699914;-83.0236;40.025;Graptemys geographica
159708445;-84.4384;37.1514;Graptemys geographica
159725032;-76.5196;44.7326;Graptemys geographica
159735162;-83.354;41.908;Graptemys geographica
159740607;-76.0625;44.4114;Graptemys geographica
159785893;-85.3245;42.9657;Graptemys geographica
159790633;-76.4378;44.7336;Graptemys geographica
159797985;-75.6163;45.3739;Graptemys geographica
159826675;-76.5867;44.5843;Graptemys geographica
159830861;-81.21;42.8473;Graptemys geographica
159759472;-85.516;42.6769;Graptemys geographica
159953836;-76.0439;44.2608;Graptemys geographica
159960044;-85.4002;42.4034;Graptemys geographica
159967738;-75.8659;45.283;Graptemys geographica
159855070;-79.6996;44.9517;Graptemys geographica
159869499;-85.8621;44.2836;Graptemys geographica
160079200;-75.8579;44.3608;Graptemys geographica
160090659;-76.2032;44.7889;Graptemys geographica
160013989;-77.9561;44.2254;Graptemys geographica
160125413;-79.6606;44.9079;Graptemys geographica
160135434;-83.5981;39.8798;Graptemys geographica
160102799;-82.5198;36.804;Graptemys geographica
160701885;-76.4567;44.4903;Graptemys geographica
156440615;-76.5982;44.4381;Graptemys geographica
156380194;-75.7679;44.4918;Graptemys geographica
156722376;-83.0194;40.0217;Graptemys geographica
156716924;-81.2487;42.9525;Graptemys geographica
157472831;-79.9202;43.3543;Graptemys geographica
157513739;-74.9785;40.4036;Graptemys geographica
157697322;-81.3311;42.8204;Graptemys geographica
157856451;-85.4299;42.4045;Graptemys geographica
158023347;-75.6317;45.2282;Graptemys geographica
158167795;-76.0345;44.2325;Graptemys geographica
158125808;-81.9582;42.3287;Graptemys geographica
159150183;-74.7784;40.2176;Graptemys geographica
159245194;-83.1117;41.337;Graptemys geographica
159312891;-85.4986;42.9106;Graptemys geographica
159574742;-76.15;45.48;Graptemys geographica
159628474;-83.0214;40.0061;Graptemys geographica
159141900;-76.3808;45.4907;Graptemys geographica
160023290;-73.48;45.4308;Graptemys geographica
129431896;-73.6833;45.686;Graptemys geographica
129432102;-73.1042;46.0483;Graptemys geographica
129445616;-76.3907;45.4903;Graptemys geographica
129515631;-76.2427;45.4957;Graptemys geographica
156427145;-82.2349;36.5723;Graptemys geographica
156444040;-83.9155;42.3809;Graptemys geographica
156450241;-85.7533;38.037;Graptemys geographica
156464720;-83.7001;42.2753;Graptemys geographica
156464750;-84.4805;42.7282;Graptemys geographica
156475544;-78.3779;44.2865;Graptemys geographica
156376137;-76.11;44.2338;Graptemys geographica
156379101;-76.7367;44.6666;Graptemys geographica
156391074;-76.0116;44.5302;Graptemys geographica
156401623;-75.4404;45.4736;Graptemys geographica
156412326;-77.4094;44.2053;Graptemys geographica
156769175;-73.3392;44.8896;Graptemys geographica
156784329;-81.9304;42.3725;Graptemys geographica
156803970;-79.7892;44.6701;Graptemys geographica
156357039;-74.7719;40.2134;Graptemys geographica
156723304;-76.0649;44.3273;Graptemys geographica
156727011;-82.1541;41.4551;Graptemys geographica
156744627;-76.2499;45.4462;Graptemys geographica
156866802;-85.0253;44.0685;Graptemys geographica
156872490;-81.8787;42.7425;Graptemys geographica
156911806;-84.7812;43.6085;Graptemys geographica
156812848;-75.4277;45.4314;Graptemys geographica
156817776;-83.7024;42.2769;Graptemys geographica
157291239;-78.8854;42.9329;Graptemys geographica
157403564;-76.274;44.9135;Graptemys geographica
157447741;-85.4015;42.4041;Graptemys geographica
