"","X","Cam.Site","scientificName","vernacularName","eventDate","eventTime","organismQuantity","class","order","family","genus","filename"
"875",885,"Rumiyaco2_2175","Cuniculus paca","Guagua","11/08/2019","8:28",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Rumiyaco2_2175_02110117.JPG"
"876",886,"Rumiyaco2_2175","Cuniculus paca","Guagua","12/08/2019","17:22",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Rumiyaco2_2175_02120118.JPG"
"878",888,"Rumiyaco2_2175","Cuniculus paca","Guagua","14/08/2019","11:09",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Rumiyaco2_2175_02140124.JPG"
"880",890,"Rumiyaco2_2175","Cuniculus paca","Guagua","14/08/2019","16:14",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Rumiyaco2_2175_02140130.JPG"
"881",891,"Rumiyaco2_2175","Cuniculus paca","Guagua","14/08/2019","16:40",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Rumiyaco2_2175_02170141.JPG"
"885",895,"Rumiyaco2_3329","Cuniculus paca","Guagua","19/08/2019","23:30",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Rumiyaco2_3329_08190035.JPG"
"1281",1295,"Venado1_3330","Cuniculus paca","Guagua","31/07/2019","20:30",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3330_07310008.JPG"
"1286",1300,"Venado1_3330","Cuniculus paca","Guagua","6/08/2019","20:22",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3330_08060034.JPG"
"1300",1314,"Venado1_3337","Cuniculus paca","Guagua","4/08/2019","20:15",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3337_08040024.JPG"
"1301",1315,"Venado1_3337","Cuniculus paca","Guagua","8/08/2019","3:54",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3337_08080030.JPG"
"1304",1318,"Venado1_3337","Cuniculus paca","Guagua","12/08/2019","5:31",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3337_08120039.JPG"
"1306",1320,"Venado1_3337","Cuniculus paca","Guagua","18/08/2019","1:48",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3337_08180060.JPG"
"1308",1322,"Venado1_3337","Cuniculus paca","Guagua","25/08/2019","3:14",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3337_08250066.JPG"
"1309",1323,"Venado1_3337","Cuniculus paca","Guagua","27/08/2019","3:46",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3337_08270069.JPG"
"1310",1324,"Venado1_3337","Cuniculus paca","Guagua","29/08/2019","19:15",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3337_08290078.JPG"
"1312",1326,"Venado1_3337","Cuniculus paca","Guagua","4/09/2019","4:02",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3337_09040102.JPG"
"1313",1327,"Venado1_3337","Cuniculus paca","Guagua","4/09/2019","19:13",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3337_09040105.JPG"
"1314",1328,"Venado1_3337","Cuniculus paca","Guagua","5/09/2019","23:21",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado1_3337_09050108.JPG"
"1318",1332,"Venado2_2159","Cuniculus paca","Guagua","6/08/2019","23:13",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2159_08060043.JPG"
"1321",1335,"Venado2_2159","Cuniculus paca","Guagua","11/08/2019","1:40",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2159_08110058.JPG"
"1322",1336,"Venado2_2159","Cuniculus paca","Guagua","11/08/2019","5:01",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2159_08110061.JPG"
"1324",1338,"Venado2_2159","Cuniculus paca","Guagua","13/08/2019","5:24",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2159_08130070.JPG"
"1326",1340,"Venado2_2159","Cuniculus paca","Guagua","17/08/2019","19:09",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2159_08170091.JPG"
"1329",1343,"Venado2_2159","Cuniculus paca","Guagua","24/08/2019","3:21",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2159_08240112.JPG"
"1331",1345,"Venado2_2159","Cuniculus paca","Guagua","27/08/2019","2:53",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2159_08270136.JPG"
"1332",1346,"Venado2_2159","Cuniculus paca","Guagua","28/08/2019","3:43",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2159_08280145.JPG"
"1333",1347,"Venado2_2159","Cuniculus paca","Guagua","29/08/2019","19:08",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2159_08290151.JPG"
"1334",1348,"Venado2_2159","Cuniculus paca","Guagua","30/08/2019","4:07",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2159_08300154.JPG"
"1335",1349,"Venado2_2159","Cuniculus paca","Guagua","1/09/2019","4:15",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2159_09010163.JPG"
"1339",1353,"Venado2_2163","Cuniculus paca","Guagua","10/08/2019","4:57",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2163_08100017.JPG"
"1344",1358,"Venado2_2168","Cuniculus paca","Guagua","2/09/2019","21:35",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Venado2_2168_09020028.JPG"
"1467",1518,"Nancy_2165","Cuniculus paca","Guagua","30/08/2019","11:32",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2165_08300074.JPG"
"1468",1519,"Nancy_2165","Cuniculus paca","Guagua","30/08/2019","14:34",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2165_08300077.JPG"
"1469",1520,"Nancy_2165","Cuniculus paca","Guagua","1/09/2019","0:05",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2165_09010082.JPG"
"1479",1530,"Nancy_2174","Cuniculus paca","Guagua","17/08/2019","0:35",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2174_08170025.JPG"
"1493",1544,"Nancy_3338","Cuniculus paca","Guagua","26/08/2019","20:43",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_3338_08260057.JPG"
"1494",1545,"Nancy_3338","Cuniculus paca","Guagua","29/08/2019","1:20",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_3338_08290058.JPG"
"1497",1548,"Nancy_3339","Cuniculus paca","Guagua","6/08/2019","9:04",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_3339_01020007.JPG"
"1499",1550,"Nancy_3339","Cuniculus paca","Guagua","10/08/2019","13:18",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_3339_01060022.JPG"
"1500",1551,"Nancy_3339","Cuniculus paca","Guagua","15/08/2019","7:37",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_3339_01110043.JPG"
"1502",1553,"Nancy_3339","Cuniculus paca","Guagua","27/08/2019","14:02",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_3339_01230061.JPG"
"1506",1557,"Nancy_2162","Cuniculus paca","Guagua","22/09/2019","0:53",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_09220094.JPG"
"1508",1559,"Nancy_2162","Cuniculus paca","Guagua","23/09/2019","1:24",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_09230109.JPG"
"1515",1566,"Nancy_2162","Cuniculus paca","Guagua","30/09/2019","20:26",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_09300148.JPG"
"1526",1577,"Nancy_2162","Cuniculus paca","Guagua","13/10/2019","0:39",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10130220.JPG"
"1527",1578,"Nancy_2162","Cuniculus paca","Guagua","13/10/2019","18:49",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10130226.JPG"
"1528",1579,"Nancy_2162","Cuniculus paca","Guagua","14/10/2019","0:38",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10140231.JPG"
"1530",1581,"Nancy_2162","Cuniculus paca","Guagua","16/10/2019","18:43",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10160247.JPG"
"1531",1582,"Nancy_2162","Cuniculus paca","Guagua","17/10/2019","18:49",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10170259.JPG"
"1534",1585,"Nancy_2162","Cuniculus paca","Guagua","21/10/2019","20:59",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10210277.JPG"
"1535",1586,"Nancy_2162","Cuniculus paca","Guagua","21/10/2019","21:01",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10210286.JPG"
"1537",1588,"Nancy_2162","Cuniculus paca","Guagua","22/10/2019","20:32",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10220298.JPG"
"1540",1591,"Nancy_2162","Cuniculus paca","Guagua","24/10/2019","0:43",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10240313.JPG"
"1543",1594,"Nancy_2162","Cuniculus paca","Guagua","24/10/2019","19:17",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10240334.JPG"
"1544",1595,"Nancy_2162","Cuniculus paca","Guagua","24/10/2019","22:56",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10240340.JPG"
"1545",1596,"Nancy_2162","Cuniculus paca","Guagua","25/10/2019","18:51",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10250376.JPG"
"1547",1598,"Nancy_2162","Cuniculus paca","Guagua","25/10/2019","21:43",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10250385.JPG"
"1548",1599,"Nancy_2162","Cuniculus paca","Guagua","26/10/2019","23:10",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10260391.JPG"
"1550",1601,"Nancy_2162","Cuniculus paca","Guagua","27/10/2019","19:42",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10270400.JPG"
"1552",1603,"Nancy_2162","Cuniculus paca","Guagua","28/10/2019","20:13",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10280409.JPG"
"1553",1604,"Nancy_2162","Cuniculus paca","Guagua","28/10/2019","23:03",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10280415.JPG"
"1556",1607,"Nancy_2162","Cuniculus paca","Guagua","29/10/2019","22:41",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10290460.JPG"
"1557",1608,"Nancy_2162","Cuniculus paca","Guagua","30/10/2019","21:46",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_10300463.JPG"
"1560",1611,"Nancy_2162","Cuniculus paca","Guagua","2/11/2019","3:27",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_11020481.JPG"
"1563",1614,"Nancy_2162","Cuniculus paca","Guagua","4/11/2019","0:40",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_11040493.JPG"
"1566",1617,"Nancy_2162","Cuniculus paca","Guagua","6/11/2019","1:14",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_11060510.JPG"
"1569",1620,"Nancy_2162","Cuniculus paca","Guagua","7/11/2019","22:25",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_11070538.JPG"
"1571",1622,"Nancy_2162","Cuniculus paca","Guagua","10/11/2019","22:58",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_11100549.JPG"
"1572",1623,"Nancy_2162","Cuniculus paca","Guagua","12/11/2019","19:19",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_11120550.JPG"
"1578",1629,"Nancy_2162","Cuniculus paca","Guagua","17/11/2019","22:32",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_11170580.JPG"
"1583",1634,"Nancy_2162","Cuniculus paca","Guagua","19/11/2019","21:07",1,"Mammalia","Rodentia","Cuniculidae","Cuniculus","Nancy_2162_11190609.JPG"
