site;y.1;y.2;y.3;y.4;y.5;y.6;y.7;y.8;y.9;y.10;huella;altitud;duration_minutes.1;duration_minutes.2;duration_minutes.3;duration_minutes.4;duration_minutes.5;duration_minutes.6;duration_minutes.7;duration_minutes.8;duration_minutes.9;duration_minutes.10
13035_4;1;0;0;0;1;0;1;NA;NA;NA;28;4015;15;6;44;29;174;240;10;NA;NA;NA
13035_5;1;0;0;1;NA;NA;NA;NA;NA;NA;28;4015;80;57;20;50;NA;NA;NA;NA;NA;NA
13035_6;1;0;1;1;0;0;0;1;1;NA;28;4015;18;60;60;107;51;20;30;62;50;NA
13035_7;1;0;1;1;1;1;1;1;1;NA;28;4015;60;120;60;35;125;57;58;96;36;NA
13035_8;1;1;0;0;0;1;1;NA;NA;NA;28;4015;45;200;113;217;87;22;62;NA;NA;NA
13035_9;1;1;1;0;1;0;1;0;0;1;28;4015;60;52;25;36;37;90;52;51;51;223
13158_2;0;0;0;0;0;0;NA;NA;NA;NA;34;2340.5;5;5;5;5;5;5;NA;NA;NA;NA
13158_3;0;0;0;0;0;0;0;NA;NA;NA;34;2340.5;5;5;5;5;5;5;5;NA;NA;NA
13164_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;2375;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
13165_1;0;0;0;0;0;0;0;0;0;0;42;2437.5;5;5;5;5;5;5;5;5;5;5
13165_11;1;0;0;0;0;0;1;0;0;0;42;2437.5;6;5;5;11;8;9;6;5;10;7
13165_2;0;0;0;0;0;0;0;0;0;0;42;2437.5;5;5;5;5;5;5;5;5;5;5
13176_4;0;0;1;0;NA;NA;NA;NA;NA;NA;25;4180;152;53;213;18;NA;NA;NA;NA;NA;NA
13306_1;0;0;0;NA;NA;NA;NA;NA;NA;NA;40;2515;5;5;5;NA;NA;NA;NA;NA;NA;NA
13306_11;0;0;0;NA;NA;NA;NA;NA;NA;NA;40;2515;6;6;7;NA;NA;NA;NA;NA;NA;NA
13306_2;1;0;0;NA;NA;NA;NA;NA;NA;NA;40;2515;5;5;5;NA;NA;NA;NA;NA;NA;NA
13307_2;0;1;0;0;0;0;1;0;0;0;37;2569;5;5;5;5;5;5;5;5;5;5
13317_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;31;4424;283;15;NA;NA;NA;NA;NA;NA;NA;NA
13317_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;4424;55;NA;NA;NA;NA;NA;NA;NA;NA;NA
13317_4;0;1;0;NA;NA;NA;NA;NA;NA;NA;31;4424;65;117;35;NA;NA;NA;NA;NA;NA;NA
13317_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;4424;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
13447_2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;40;2656;30;120;NA;NA;NA;NA;NA;NA;NA;NA
13448_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;2722;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
13450_2;0;0;0;0;0;0;0;0;0;0;42;2991;5;5;5;5;5;5;5;5;5;5
13458_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;4474;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
13591_2;0;0;0;0;0;0;NA;NA;NA;NA;42;3042;5;5;5;5;5;5;NA;NA;NA;NA
13728_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;3062;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
138_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;71;157;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
13872_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;3294;37;NA;NA;NA;NA;NA;NA;NA;NA;NA
13873_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;3306;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
13880_1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;20;4153;120;120;NA;NA;NA;NA;NA;NA;NA;NA
13880_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;4153;300;NA;NA;NA;NA;NA;NA;NA;NA;NA
13880_11;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;4153;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
13880_2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;4153;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
13880_6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;4153;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
13880_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;4153;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
139_3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;65;152;76;36;NA;NA;NA;NA;NA;NA;NA;NA
1400_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;171;83;278;NA;NA;NA;NA;NA;NA;NA;NA
14016_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;3598;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
14016_8;0;0;NA;NA;NA;NA;NA;NA;NA;NA;45;3598;25;1;NA;NA;NA;NA;NA;NA;NA;NA
14159_3;0;1;NA;NA;NA;NA;NA;NA;NA;NA;48;3588.5;5;15;NA;NA;NA;NA;NA;NA;NA;NA
14159_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;3588.5;8;NA;NA;NA;NA;NA;NA;NA;NA;NA
14159_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;48;3588.5;10;52;NA;NA;NA;NA;NA;NA;NA;NA
14159_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;3588.5;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
14161_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;4036;152;NA;NA;NA;NA;NA;NA;NA;NA;NA
14161_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;4036;94;NA;NA;NA;NA;NA;NA;NA;NA;NA
14161_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;20;4036;25;25;NA;NA;NA;NA;NA;NA;NA;NA
14162_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;4197;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
14163_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;4346;252;NA;NA;NA;NA;NA;NA;NA;NA;NA
14163_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;4346;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
14294_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;3474;132;NA;NA;NA;NA;NA;NA;NA;NA;NA
14299_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;3849;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
14302_0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;3987;250;NA;NA;NA;NA;NA;NA;NA;NA;NA
14302_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;3987;31;NA;NA;NA;NA;NA;NA;NA;NA;NA
14302_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;3987;83;NA;NA;NA;NA;NA;NA;NA;NA;NA
14302_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;34;3987;52;52;NA;NA;NA;NA;NA;NA;NA;NA
14302_7;0;0;0;NA;NA;NA;NA;NA;NA;NA;34;3987;52;52;52;NA;NA;NA;NA;NA;NA;NA
14302_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;3987;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
14303_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;4180;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
14439_4;0;1;NA;NA;NA;NA;NA;NA;NA;NA;62;3845;41;12;NA;NA;NA;NA;NA;NA;NA;NA
14441_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;3951.5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA
14441_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;3951.5;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
14442_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;4198;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
14442_4;0;0;0;NA;NA;NA;NA;NA;NA;NA;62;4198;52;252;52;NA;NA;NA;NA;NA;NA;NA
14442_6;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;4198;52;52;NA;NA;NA;NA;NA;NA;NA;NA
14442_7;0;0;0;0;0;0;NA;NA;NA;NA;62;4198;58;121;130;52;52;52;NA;NA;NA;NA
14443_4;0;0;0;NA;NA;NA;NA;NA;NA;NA;17;4148;125;78;52;NA;NA;NA;NA;NA;NA;NA
14443_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;4148;252;NA;NA;NA;NA;NA;NA;NA;NA;NA
14443_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;4148;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
14443_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;4148;3;NA;NA;NA;NA;NA;NA;NA;NA;NA
14444_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;4296;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
14444_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;4296;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
14577_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;3739;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
14578_4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;62;3763;70;33;NA;NA;NA;NA;NA;NA;NA;NA
14579_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;3834;74;NA;NA;NA;NA;NA;NA;NA;NA;NA
14583_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;4248;62;NA;NA;NA;NA;NA;NA;NA;NA;NA
14583_4;0;0;0;0;0;0;0;NA;NA;NA;31;4248;152;52;43;102;52;52;52;NA;NA;NA
14583_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;4248;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
14585_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;4363;45;NA;NA;NA;NA;NA;NA;NA;NA;NA
1469_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1227;16;NA;NA;NA;NA;NA;NA;NA;NA;NA
14720_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;3910;47;42;NA;NA;NA;NA;NA;NA;NA;NA
14722_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;4132;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
14722_3;0;0;NA;NA;NA;NA;NA;NA;NA;NA;62;4132;38;300;NA;NA;NA;NA;NA;NA;NA;NA
14725_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;17;4492;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
14860_4;0;0;NA;NA;NA;NA;NA;NA;NA;NA;60;3979.5;71;39;NA;NA;NA;NA;NA;NA;NA;NA
14866_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;4743.5;252;NA;NA;NA;NA;NA;NA;NA;NA;NA
14866_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;4743.5;152;NA;NA;NA;NA;NA;NA;NA;NA;NA
1542_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;208;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
1677_5;0;0;0;0;0;0;0;0;0;0;45;208;60;73;25;15;5;169;67;25;15;28
1801_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;981;80;NA;NA;NA;NA;NA;NA;NA;NA;NA
1801_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;981;118;NA;NA;NA;NA;NA;NA;NA;NA;NA
1815_10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;331;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
1815_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;331;109;NA;NA;NA;NA;NA;NA;NA;NA;NA
1820_2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;48;187;11;61;NA;NA;NA;NA;NA;NA;NA;NA
1820_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;187;7;NA;NA;NA;NA;NA;NA;NA;NA;NA
1940_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;798;283;NA;NA;NA;NA;NA;NA;NA;NA;NA
1940_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;42;798;138;73;NA;NA;NA;NA;NA;NA;NA;NA
1940_9;0;0;0;0;0;NA;NA;NA;NA;NA;42;798;72;54;89;180;12;NA;NA;NA;NA;NA
1960_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;186;14;NA;NA;NA;NA;NA;NA;NA;NA;NA
2081_3;0;0;0;0;NA;NA;NA;NA;NA;NA;37;832;180;90;90;110;NA;NA;NA;NA;NA;NA
2083_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;865;50;NA;NA;NA;NA;NA;NA;NA;NA;NA
2083_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;865;26;NA;NA;NA;NA;NA;NA;NA;NA;NA
2100_3;0;0;0;NA;NA;NA;NA;NA;NA;NA;51;185;50;48;79;NA;NA;NA;NA;NA;NA;NA
2101_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;215;67;NA;NA;NA;NA;NA;NA;NA;NA;NA
2101_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;215;16;NA;NA;NA;NA;NA;NA;NA;NA;NA
2449_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2156;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
2504_10;0;0;0;0;0;0;NA;NA;NA;NA;28;757;180;276;179;188;280;240;NA;NA;NA;NA
2504_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;757;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
2522_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;194;54;NA;NA;NA;NA;NA;NA;NA;NA;NA
2522_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;194;22;NA;NA;NA;NA;NA;NA;NA;NA;NA
2646_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;778.5;280;NA;NA;NA;NA;NA;NA;NA;NA;NA
2646_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;778.5;112;NA;NA;NA;NA;NA;NA;NA;NA;NA
2646_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;42;778.5;31;96;NA;NA;NA;NA;NA;NA;NA;NA
2730_10;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;1885;81;NA;NA;NA;NA;NA;NA;NA;NA;NA
2730_9;0;1;1;NA;NA;NA;NA;NA;NA;NA;62;1885;260;48;35;NA;NA;NA;NA;NA;NA;NA
2786_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;981.5;110;NA;NA;NA;NA;NA;NA;NA;NA;NA
2787_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;898.75;52;NA;NA;NA;NA;NA;NA;NA;NA;NA
2787_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;48;898.75;57;44;NA;NA;NA;NA;NA;NA;NA;NA
2788_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;861;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
2928_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;813.5;240;NA;NA;NA;NA;NA;NA;NA;NA;NA
2929_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;658;295;NA;NA;NA;NA;NA;NA;NA;NA;NA
2930_11;0;0;0;NA;NA;NA;NA;NA;NA;NA;48;755;139;245;92;NA;NA;NA;NA;NA;NA;NA
2930_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;755;180;NA;NA;NA;NA;NA;NA;NA;NA;NA
2930_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;755;53;NA;NA;NA;NA;NA;NA;NA;NA;NA
2931_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;815;72;NA;NA;NA;NA;NA;NA;NA;NA;NA
2934_11;0;0;0;0;0;NA;NA;NA;NA;NA;51;770;173;53;63;182;97;NA;NA;NA;NA;NA
2941_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;327;4;NA;NA;NA;NA;NA;NA;NA;NA;NA
3007_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;51;1149.5;10;10;NA;NA;NA;NA;NA;NA;NA;NA
3066_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;42;1050;45;300;NA;NA;NA;NA;NA;NA;NA;NA
3070_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;48;517;214;298;NA;NA;NA;NA;NA;NA;NA;NA
3070_10;0;0;0;0;0;NA;NA;NA;NA;NA;48;517;251;30;211;213;217;NA;NA;NA;NA;NA
3070_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;517;107;NA;NA;NA;NA;NA;NA;NA;NA;NA
3071_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;711;109;NA;NA;NA;NA;NA;NA;NA;NA;NA
3071_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;711;116;NA;NA;NA;NA;NA;NA;NA;NA;NA
3071_7;0;0;NA;NA;NA;NA;NA;NA;NA;NA;40;711;26;136;NA;NA;NA;NA;NA;NA;NA;NA
3072_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;742;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
3074_11;0;0;NA;NA;NA;NA;NA;NA;NA;NA;48;684;114;114;NA;NA;NA;NA;NA;NA;NA;NA
3075_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;762;74;NA;NA;NA;NA;NA;NA;NA;NA;NA
3076_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;716;41;NA;NA;NA;NA;NA;NA;NA;NA;NA
3076_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;716;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
3076_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;716;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
3076_8;0;0;0;0;NA;NA;NA;NA;NA;NA;68;716;3;116;100;55;NA;NA;NA;NA;NA;NA
3076_9;0;0;0;NA;NA;NA;NA;NA;NA;NA;68;716;180;14;208;NA;NA;NA;NA;NA;NA;NA
3077_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;493;13;NA;NA;NA;NA;NA;NA;NA;NA;NA
3078_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;412;167;NA;NA;NA;NA;NA;NA;NA;NA;NA
3078_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;412;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
3080_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;397;76;NA;NA;NA;NA;NA;NA;NA;NA;NA
3080_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;397;39;NA;NA;NA;NA;NA;NA;NA;NA;NA
3083_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;293;42;NA;NA;NA;NA;NA;NA;NA;NA;NA
3152_8;1;1;0;NA;NA;NA;NA;NA;NA;NA;57;1587;247;156;81;NA;NA;NA;NA;NA;NA;NA
3152_9;0;0;NA;NA;NA;NA;NA;NA;NA;NA;57;1587;71;2;NA;NA;NA;NA;NA;NA;NA;NA
3213_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;519;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
3220_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;430;10;NA;NA;NA;NA;NA;NA;NA;NA;NA
3228_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;54;217;29;NA;NA;NA;NA;NA;NA;NA;NA;NA
3232_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;209;35;NA;NA;NA;NA;NA;NA;NA;NA;NA
3344_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;1227;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
3361_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;465;120;NA;NA;NA;NA;NA;NA;NA;NA;NA
3361_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;465;84;NA;NA;NA;NA;NA;NA;NA;NA;NA
3425_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1159;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
3495_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;675;58;NA;NA;NA;NA;NA;NA;NA;NA;NA
3496_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;465;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
3498_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;477;107;NA;NA;NA;NA;NA;NA;NA;NA;NA
3518_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;211;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
3568_9;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;1248;183;NA;NA;NA;NA;NA;NA;NA;NA;NA
3569_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;57;1680;68;NA;NA;NA;NA;NA;NA;NA;NA;NA
3613_1;0;0;0;0;NA;NA;NA;NA;NA;NA;40;785;57;85;77;13;NA;NA;NA;NA;NA;NA
3613_2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;40;785;90;15;NA;NA;NA;NA;NA;NA;NA;NA
3613_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;785;18;NA;NA;NA;NA;NA;NA;NA;NA;NA
3613_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;785;60;NA;NA;NA;NA;NA;NA;NA;NA;NA
3613_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;785;59;NA;NA;NA;NA;NA;NA;NA;NA;NA
3613_8;0;0;NA;NA;NA;NA;NA;NA;NA;NA;40;785;191;111;NA;NA;NA;NA;NA;NA;NA;NA
3615_1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;1332;294;NA;NA;NA;NA;NA;NA;NA;NA;NA
3659_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;184;46;NA;NA;NA;NA;NA;NA;NA;NA;NA
3662_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;171;81;NA;NA;NA;NA;NA;NA;NA;NA;NA
3663_0;0;0;0;0;0;0;NA;NA;NA;NA;68;167;184;57;12;5;29;40;NA;NA;NA;NA
3663_12;0;0;NA;NA;NA;NA;NA;NA;NA;NA;68;167;34;24;NA;NA;NA;NA;NA;NA;NA;NA
3663_8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;167;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
3710_4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;51;1673;51;86;NA;NA;NA;NA;NA;NA;NA;NA
3710_7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;1673;140;NA;NA;NA;NA;NA;NA;NA;NA;NA
3753_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;752;160;NA;NA;NA;NA;NA;NA;NA;NA;NA
3753_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;752;90;NA;NA;NA;NA;NA;NA;NA;NA;NA
3753_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;752;55;NA;NA;NA;NA;NA;NA;NA;NA;NA
3753_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;752;87;NA;NA;NA;NA;NA;NA;NA;NA;NA
3754_3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;882;169;NA;NA;NA;NA;NA;NA;NA;NA;NA
3754_7;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;882;192;NA;NA;NA;NA;NA;NA;NA;NA;NA
3754_8;0;0;0;0;0;0;NA;NA;NA;NA;37;882;10;35;250;37;215;202;NA;NA;NA;NA
3754_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;37;882;228;NA;NA;NA;NA;NA;NA;NA;NA;NA
3755_1;0;1;NA;NA;NA;NA;NA;NA;NA;NA;34;1100;50;246;NA;NA;NA;NA;NA;NA;NA;NA
3760_0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;20;1546;99;149;NA;NA;NA;NA;NA;NA;NA;NA
3761_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;1749;104;NA;NA;NA;NA;NA;NA;NA;NA;NA
3800_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;174;14;NA;NA;NA;NA;NA;NA;NA;NA;NA
3820_3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2858;127;NA;NA;NA;NA;NA;NA;NA;NA;NA
3820_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;2858;68;NA;NA;NA;NA;NA;NA;NA;NA;NA
3824_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2758;32;NA;NA;NA;NA;NA;NA;NA;NA;NA
3851_4;0;1;0;NA;NA;NA;NA;NA;NA;NA;51;1694;40;101;58;NA;NA;NA;NA;NA;NA;NA
3893_4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;768;198;NA;NA;NA;NA;NA;NA;NA;NA;NA
3893_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;768;36;NA;NA;NA;NA;NA;NA;NA;NA;NA
3894_6;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;809;51;NA;NA;NA;NA;NA;NA;NA;NA;NA
3894_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;809;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
3905_0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;51;1527;1;20;NA;NA;NA;NA;NA;NA;NA;NA
3905_2;0;0;NA;NA;NA;NA;NA;NA;NA;NA;51;1527;16;10;NA;NA;NA;NA;NA;NA;NA;NA
3905_4;0;1;1;NA;NA;NA;NA;NA;NA;NA;51;1527;48;91;57;NA;NA;NA;NA;NA;NA;NA
3906_2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;1405;8;NA;NA;NA;NA;NA;NA;NA;NA;NA
3906_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;45;1405;11;NA;NA;NA;NA;NA;NA;NA;NA;NA
3908_1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;51;1178;19;48;NA;NA;NA;NA;NA;NA;NA;NA
3941_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;173;20;NA;NA;NA;NA;NA;NA;NA;NA;NA
3942_9;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;175;31;NA;NA;NA;NA;NA;NA;NA;NA;NA
3962_11;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2725;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
3962_4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2725;49;NA;NA;NA;NA;NA;NA;NA;NA;NA
3962_5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;2725;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
3963_0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;48;2756;200;NA;NA;NA;NA;NA;NA;NA;NA;NA
