"","29090001","05090001","443","05100001","05100003","11","29110002","02070542","02070337","827","1794","1707","02070289","02070334","02070577"
"29090001",0,7106.81272248057,19692.3781207508,64817.5655041194,47788.9509917513,25556.6952822556,9791.86155618494,14234.9824729543,12638.2419204973,14490.0840567762,14284.7893550527,13981.4181979196,13899.5230927803,12360.9493457693,24756.848092257
"05090001",7106.81272248057,0,13763.9610315255,57973.3279275391,40721.6568587081,27166.8717042863,10556.7363758664,7528.48896125127,9942.58809338375,7694.94677004597,9162.04727809348,9604.52511686647,7249.11585447728,5770.08658202496,20763.8040438537
"443",19692.3781207508,13763.9610315255,0,51883.6687080259,33013.5119010208,25825.2829752963,15056.5873890601,6713.64286331286,9713.80412982443,6816.11468843898,5648.84497774013,6693.27149359419,6838.27974586562,8094.4690472445,27636.5204900592
"05100001",64817.5655041194,57973.3279275391,51883.6687080259,0,19215.6064490341,77444.6941571932,65589.0356341228,52759.281106641,60877.5815894959,52324.4170594229,56180.0028611853,57734.9172782792,53146.1082491088,54384.6549137762,46386.0469376295
"05100003",47788.9509917513,40721.6568587081,33013.5119010208,19215.6064490341,0,58339.0946075451,47263.8546912891,34687.1632250218,42311.2648882155,34284.4094091195,37655.1542909931,39149.2642132199,35075.6604045426,36438.871073203,34196.5445949478
"11",25556.6952822556,27166.8717042863,25825.2829752963,77444.6941571932,58339.0946075451,0,16692.2639552632,27376.83826629,18607.2622484881,27839.0458262744,22831.2053349301,21217.2000420601,27069.0530207015,26553.0786473232,47868.7111125344
"29110002",9791.86155618494,10556.7363758664,15056.5873890601,65589.0356341228,47263.8546912891,16692.2639552632,0,12885.7112965582,5395.30695811992,13337.2030983419,9701.85413364342,8380.87625293453,12505.4675183448,11433.5163786069,31320.4552338278
"02070542",14234.9824729543,7528.48896125127,6713.64286331286,52759.281106641,34687.1632250218,27376.83826629,12885.7112965582,0,8845.8605402074,468.702505425795,4705.7555256727,6229.20211156064,388.941695499367,1882.86982880163,22144.1831938562
"02070337",12638.2419204973,9942.58809338375,9713.80412982443,60877.5815894959,42311.2648882155,18607.2622484881,5395.30695811992,8845.8605402074,0,9313.76547762766,4700.10530268679,3162.19446146664,8515.70156396125,7949.88454159735,29754.6099093801
"827",14490.0840567762,7694.94677004597,6816.11468843898,52324.4170594229,34284.4094091195,27839.0458262744,13337.2030983419,468.702505425795,9313.76547762766,0,5139.61242642525,6678.45414101072,832.733750663484,2199.07782732823,21784.4882994767
"1794",14284.7893550527,9162.04727809348,5648.84497774013,56180.0028611853,37655.1542909931,22831.2053349301,9701.85413364342,4705.7555256727,4700.10530268679,5139.61242642525,0,1629.4412788869,4471.75713627139,4623.92448718978,26695.4360822299
"1707",13981.4181979196,9604.52511686647,6693.27149359419,57734.9172782792,39149.2642132199,21217.2000420601,8380.87625293453,6229.20211156064,3162.19446146664,6678.45414101072,1629.4412788869,0,5960.41142907466,5852.44364385636,28006.8248399036
"02070289",13899.5230927803,7249.11585447728,6838.27974586562,53146.1082491088,35075.6604045426,27069.0530207015,12505.4675183448,388.941695499367,8515.70156396125,832.733750663484,4471.75713627139,5960.41142907466,0,1538.57744415191,22297.1947397607
"02070334",12360.9493457693,5770.08658202496,8094.4690472445,54384.6549137762,36438.871073203,26553.0786473232,11433.5163786069,1882.86982880163,7949.88454159735,2199.07782732823,4623.92448718978,5852.44364385636,1538.57744415191,0,22154.3928202416
"02070577",24756.848092257,20763.8040438537,27636.5204900592,46386.0469376295,34196.5445949478,47868.7111125344,31320.4552338278,22144.1831938562,29754.6099093801,21784.4882994767,26695.4360822299,28006.8248399036,22297.1947397607,22154.3928202416,0
