"id"	"scientific_name"	"lon"	"lat"
3859395284	"Glyptemys insculpta"	-295004.299278508	-175055.051835063
3859398660	"Glyptemys insculpta"	-483082.634158636	-279258.20098625
3859518782	"Glyptemys insculpta"	-923535.73953864	-529677.837371692
3859534558	"Glyptemys insculpta"	-1247847.83547511	284646.783853212
3859548165	"Glyptemys insculpta"	-814010.729570838	-228179.374669522
3859555473	"Glyptemys insculpta"	-1278489.03718334	135166.140342616
3859567290	"Glyptemys insculpta"	-1409265.82247081	170317.758800881
3859572368	"Glyptemys insculpta"	-744948.895488395	-188001.394855731
3859584540	"Glyptemys insculpta"	-1226865.86897927	137693.974208053
3859596718	"Glyptemys insculpta"	-1311599.72068718	143698.699024723
3859625067	"Glyptemys insculpta"	-1419257.70783647	121133.491350481
3859644429	"Glyptemys insculpta"	-740977.539700385	-372508.185581395
3859648820	"Glyptemys insculpta"	-487822.437393565	-240872.087256603
3859661620	"Glyptemys insculpta"	-940805.053505481	-314259.21697621
3859667068	"Glyptemys insculpta"	-810631.511571525	-215103.710140444
3859720589	"Glyptemys insculpta"	-663525.183569598	-130249.447149421
3859788158	"Glyptemys insculpta"	-822345.682529746	-339791.217924526
3859819787	"Glyptemys insculpta"	-318121.469811205	-203968.897115085
3859861910	"Glyptemys insculpta"	-454731.205027645	-221285.714302454
3859990970	"Glyptemys insculpta"	-265143.016215928	-97851.3826738188
3860128710	"Glyptemys insculpta"	-455940.663421246	-248852.460442369
3860134664	"Glyptemys insculpta"	-1358100.10676862	160571.67029722
3860156365	"Glyptemys insculpta"	-486721.442059572	-293442.774266626
3860224990	"Glyptemys insculpta"	-1221242.7595335	244715.662488683
3860249107	"Glyptemys insculpta"	-163980.837362628	129417.140578108
3860277185	"Glyptemys insculpta"	-864692.249574727	-385468.786043352
3860280701	"Glyptemys insculpta"	-867353.760550076	-463044.997768542
3860286066	"Glyptemys insculpta"	-742459.235730077	-344981.862234397
3860290043	"Glyptemys insculpta"	-619679.8912277	-303144.06639398
3860291694	"Glyptemys insculpta"	-812112.623245707	-250973.846476268
3860308924	"Glyptemys insculpta"	-1369050.02098412	118263.810269697
3860317706	"Glyptemys insculpta"	-896869.569527511	-492399.788544617
3860332613	"Glyptemys insculpta"	-665661.273181934	-129270.659348001
3860369231	"Glyptemys insculpta"	-617165.24290843	-374336.396163691
3860378018	"Glyptemys insculpta"	-551282.525703584	-324662.138459253
3860430223	"Glyptemys insculpta"	-1370844.4499283	203266.903684796
3860452668	"Glyptemys insculpta"	-883728.195468477	-464559.041523911
3860460184	"Glyptemys insculpta"	-807415.268902443	-413399.235824523
3860469318	"Glyptemys insculpta"	-832679.102914611	-325610.659710372
3860474563	"Glyptemys insculpta"	-527060.839127886	-120995.020594631
3860490999	"Glyptemys insculpta"	-623745.697959216	-406486.839282858
3860496295	"Glyptemys insculpta"	-821418.614393973	-192608.12609815
3860543931	"Glyptemys insculpta"	-350848.653556354	-144915.755787409
3860590230	"Glyptemys insculpta"	-1753876.37825182	681846.95652771
3860591612	"Glyptemys insculpta"	-1415269.83763984	155536.905664883
3860639924	"Glyptemys insculpta"	-1295659.25152259	109367.913694122
3860707897	"Glyptemys insculpta"	-373058.749485474	-224527.137986562
3860811441	"Glyptemys insculpta"	-843908.909999902	-412355.296924223
3873280459	"Glyptemys insculpta"	-1358851.87106443	126678.185236821
3873527722	"Glyptemys insculpta"	-826483.984709425	-467016.194167435
3881563415	"Glyptemys insculpta"	-324605.803350216	-111695.64135171
3881825939	"Glyptemys insculpta"	-1685402.26337911	514133.212981514
3858828272	"Glyptemys insculpta"	-791462.798530044	-291307.989833188
3858848158	"Glyptemys insculpta"	-799569.39270722	-282699.051135079
3858987158	"Glyptemys insculpta"	-742281.345091243	-245206.724240005
3859597935	"Glyptemys insculpta"	-71053.289667934	317537.636520165
3860353933	"Glyptemys insculpta"	-77657.1795516818	331835.392684475
3860748598	"Glyptemys insculpta"	-957428.95774051	-268897.151697236
3873231033	"Glyptemys insculpta"	-871299.115474277	-460813.906193708
3873277180	"Glyptemys insculpta"	-563307.254030314	-178609.119503017
3873386607	"Glyptemys insculpta"	-1388878.18068438	111304.402734143
3873394339	"Glyptemys insculpta"	-737034.420151625	-281157.483905155
3873483074	"Glyptemys insculpta"	-296222.578993656	7198.43954112799
3873494607	"Glyptemys insculpta"	-629960.818767189	-323267.124088808
3873532875	"Glyptemys insculpta"	-501089.208538601	-233968.158889383
3873579431	"Glyptemys insculpta"	-958422.409542909	-268160.272304342
3873581917	"Glyptemys insculpta"	-647242.679138409	-299976.209361508
3873632083	"Glyptemys insculpta"	-864087.88838041	-403947.904949313
3873656641	"Glyptemys insculpta"	-868243.225293938	-419210.73679006
3873671649	"Glyptemys insculpta"	-782891.732075613	-366548.327933668
3873674463	"Glyptemys insculpta"	-338984.663892822	-55702.9130024643
3873683177	"Glyptemys insculpta"	-771383.713063381	-283682.163514297
3873757307	"Glyptemys insculpta"	-1388219.53600809	212221.41546067
3873778314	"Glyptemys insculpta"	-1621585.21275038	493380.321843261
3873781420	"Glyptemys insculpta"	-544467.303777434	-317085.656892347
3873896378	"Glyptemys insculpta"	-30185.055051713	293483.550028144
3873916942	"Glyptemys insculpta"	-470845.211343954	-214939.709322679
3873943578	"Glyptemys insculpta"	-580411.709093147	-44816.4826838693
3873968345	"Glyptemys insculpta"	-20691.3479646773	202024.382734026
3873981138	"Glyptemys insculpta"	-257095.87294392	-97886.6995694766
3873999633	"Glyptemys insculpta"	-884319.509535986	-431622.856928171
3874120419	"Glyptemys insculpta"	-653620.250772965	-348143.859426743
3881821946	"Glyptemys insculpta"	-279748.445820686	-43705.5768643672
3889063911	"Glyptemys insculpta"	-520668.816856376	-19662.8000452507
3892326095	"Glyptemys insculpta"	-1743830.87622687	557695.022047876
3892603173	"Glyptemys insculpta"	-1343379.21099783	152604.566817754
3881903762	"Glyptemys insculpta"	-1177753.3292369	253864.987568801
3888724789	"Glyptemys insculpta"	-1377402.68303349	194427.410848721
3888875927	"Glyptemys insculpta"	-544843.451806413	-324723.460683836
3888955742	"Glyptemys insculpta"	-334523.422210495	-87475.5828975039
3888971916	"Glyptemys insculpta"	-1210966.34198958	258351.332907019
3889007620	"Glyptemys insculpta"	-1218616.97809941	247345.066752019
3889129599	"Glyptemys insculpta"	-1224985.72250215	276170.358490739
3889143911	"Glyptemys insculpta"	-489005.9261463	-219794.503965244
3889217554	"Glyptemys insculpta"	-1401235.30697387	149312.012895687
3889232542	"Glyptemys insculpta"	-323690.936745475	-219085.828123293
3892655660	"Glyptemys insculpta"	-471892.476236578	-157712.058000584
3892703302	"Glyptemys insculpta"	-312886.464752875	-53690.1844754988
3070384898	"Glyptemys insculpta"	-102683.943347552	16731.6768395373
3070456504	"Glyptemys insculpta"	-96378.7156033369	22505.7681200963
3109333443	"Glyptemys insculpta"	-797049.414633381	-311368.233418395
3079587052	"Glyptemys insculpta"	-1243965.68948947	271292.899173006
3079626622	"Glyptemys insculpta"	-343041.426731536	-257907.748253043
3079787054	"Glyptemys insculpta"	-796299.822712773	-331580.013276303
3090612177	"Glyptemys insculpta"	-1313871.64825008	149659.125970512
3090652729	"Glyptemys insculpta"	-1312299.76069749	141983.399274234
3090678539	"Glyptemys insculpta"	-1204855.40541697	257293.729316701
3090764059	"Glyptemys insculpta"	-367038.336312677	-177164.087978066
3090788277	"Glyptemys insculpta"	-603386.233034361	-365171.316833049
3090927744	"Glyptemys insculpta"	-305624.050287339	-16659.8418276408
3097012234	"Glyptemys insculpta"	-866174.92317593	-469474.335862796
3097307985	"Glyptemys insculpta"	-882172.161173073	-476688.933802535
3097400606	"Glyptemys insculpta"	-888547.422207745	-334510.822492641
3109033719	"Glyptemys insculpta"	-697239.063363712	-280637.388500086
3109118457	"Glyptemys insculpta"	-254995.486567042	-166205.297273331
3109282841	"Glyptemys insculpta"	-780848.53623586	-378021.521502276
3109283578	"Glyptemys insculpta"	-639865.694093093	-185011.807221773
3109283835	"Glyptemys insculpta"	-946187.686402374	-210916.11819095
3109391400	"Glyptemys insculpta"	-861675.949522086	-212252.812683616
3113309464	"Glyptemys insculpta"	-868561.159331151	-451557.27878257
3113333454	"Glyptemys insculpta"	-872692.001311164	-459336.940540166
3113395892	"Glyptemys insculpta"	-973937.761421522	-279240.401405044
3307120565	"Glyptemys insculpta"	-873530.864293266	-451459.662166196
3307407569	"Glyptemys insculpta"	-871026.143737326	-455059.915007505
3321063842	"Glyptemys insculpta"	-571291.432595745	-356248.741338906
3112406762	"Glyptemys insculpta"	-619088.59068651	-249658.229765724
3112510414	"Glyptemys insculpta"	-878850.961360985	-423170.232603665
3112792470	"Glyptemys insculpta"	-805397.512598674	-311351.803917706
3112921874	"Glyptemys insculpta"	-1350264.56669786	241953.125394479
3112961818	"Glyptemys insculpta"	-883932.30854868	-426597.628623471
3113271731	"Glyptemys insculpta"	-412843.890404315	-152595.776948845
3113300635	"Glyptemys insculpta"	-345285.595924099	44561.5245698227
3113329557	"Glyptemys insculpta"	-859453.724719409	-471211.634654113
3113443725	"Glyptemys insculpta"	-619838.69072446	-310403.379840927
3113469498	"Glyptemys insculpta"	-323148.387565905	-64319.0433619984
3113509867	"Glyptemys insculpta"	-881851.387343563	-480091.156812335
3113705786	"Glyptemys insculpta"	-1721418.97682183	651662.866111678
3117766604	"Glyptemys insculpta"	-1541184.45630798	281968.912826654
3117826277	"Glyptemys insculpta"	-812013.076331548	-467272.914537927
3117828155	"Glyptemys insculpta"	-1321046.52407634	88319.8608706549
3117839670	"Glyptemys insculpta"	-1307170.20518613	107062.991057742
3118187680	"Glyptemys insculpta"	-666148.752547276	-126525.050685951
3118205434	"Glyptemys insculpta"	-398218.693059831	70432.7106613293
3118230112	"Glyptemys insculpta"	-299468.856505531	-108889.652507994
3118326197	"Glyptemys insculpta"	-921526.385150233	-348503.084083717
3118408587	"Glyptemys insculpta"	-336553.880090015	-111472.84002989
3118446424	"Glyptemys insculpta"	-592097.582263613	-308696.07666131
3118481490	"Glyptemys insculpta"	-552285.678332469	-306394.419923398
3118497749	"Glyptemys insculpta"	-391662.425600819	62159.4947416642
3124533698	"Glyptemys insculpta"	-790236.274357527	-381316.997859743
3124536800	"Glyptemys insculpta"	-1783155.82741195	506988.383205858
3124605526	"Glyptemys insculpta"	-867471.781268925	-461721.39833215
3124632878	"Glyptemys insculpta"	-525484.657825832	72295.9058178779
3124633126	"Glyptemys insculpta"	-428231.546599185	-283608.354043218
3124634219	"Glyptemys insculpta"	-529258.600850461	78645.8531628113
3124636972	"Glyptemys insculpta"	-825061.330324943	-488765.81406506
3124693948	"Glyptemys insculpta"	-526643.480469912	-289336.43150802
3124699680	"Glyptemys insculpta"	-802814.476040281	-359253.179554077
3124720049	"Glyptemys insculpta"	-276875.937200077	-204293.296469047
3124746334	"Glyptemys insculpta"	-857973.46497735	-403104.51131069
3124779683	"Glyptemys insculpta"	-472871.230247112	-169792.762582945
3124792093	"Glyptemys insculpta"	-288536.393302365	-116672.561855929
3124852066	"Glyptemys insculpta"	-14925.9094984967	143775.975492878
3124854424	"Glyptemys insculpta"	-733828.545677482	-340781.527164557
3124925068	"Glyptemys insculpta"	-875853.701041439	-469882.311546509
3301996158	"Glyptemys insculpta"	-880717.948843898	-455966.974847442
3302068882	"Glyptemys insculpta"	-1384589.18496389	207308.651047352
3302199174	"Glyptemys insculpta"	-297580.780717114	-137936.012070936
3302371069	"Glyptemys insculpta"	-511923.703467615	-302038.293784153
3307189416	"Glyptemys insculpta"	-1931806.79635447	387005.715227599
3355527479	"Glyptemys insculpta"	-314068.540089647	-226688.796944214
3384072322	"Glyptemys insculpta"	-483483.480487028	-275790.650864113
3384260015	"Glyptemys insculpta"	-754177.633783758	-381620.815046411
3456833491	"Glyptemys insculpta"	-798080.187709916	-303228.665253658
3468948613	"Glyptemys insculpta"	-613271.346447515	-319724.149143232
3873120561	"Glyptemys insculpta"	-598694.740058682	-353524.390153883
3301849969	"Glyptemys insculpta"	-289932.461400092	-11302.5244951958
3301943335	"Glyptemys insculpta"	-886977.848315566	-427516.484389112
3301947316	"Glyptemys insculpta"	-895213.746791647	-479627.095347123
3301998842	"Glyptemys insculpta"	-1190026.47484934	175879.752706238
3302012143	"Glyptemys insculpta"	-829823.93752308	-321212.75236768
3302071604	"Glyptemys insculpta"	-296188.80084695	-33773.6571741822
3302112566	"Glyptemys insculpta"	-312949.693227231	-219639.454562609
3302131500	"Glyptemys insculpta"	-315351.813106823	-193795.422661858
3302183939	"Glyptemys insculpta"	-335613.289410298	-91950.149503831
3302207973	"Glyptemys insculpta"	-531651.460606123	-326795.804321367
3302315236	"Glyptemys insculpta"	-587563.27097713	-330365.587291477
3302317555	"Glyptemys insculpta"	-1364854.74977209	175923.687947346
3302414076	"Glyptemys insculpta"	-1237541.61537635	281236.19227068
3302439364	"Glyptemys insculpta"	-263785.538766476	46445.1578097595
3302456747	"Glyptemys insculpta"	-806017.851221843	-361137.172522487
3302487224	"Glyptemys insculpta"	-781734.561996056	-192710.776142269
3302537779	"Glyptemys insculpta"	-753502.140531296	-395402.789473665
3307134759	"Glyptemys insculpta"	-840481.481965907	-350752.72088229
3307149965	"Glyptemys insculpta"	-563500.907820107	-293285.681733597
3307170606	"Glyptemys insculpta"	-675430.035026399	-309958.081212317
3307178198	"Glyptemys insculpta"	-332860.900051808	-165639.408149977
3307191839	"Glyptemys insculpta"	-1321831.29039453	180316.434226527
3307205624	"Glyptemys insculpta"	-520058.264132912	-120094.672057026
3307325709	"Glyptemys insculpta"	-897575.453104509	-196828.298259803
3307424775	"Glyptemys insculpta"	-310896.70448257	-234962.587275725
3307442676	"Glyptemys insculpta"	-682835.993225226	-355833.250478264
3307490117	"Glyptemys insculpta"	-1764410.05362943	497917.24379129
3314179863	"Glyptemys insculpta"	-1191930.80520156	189918.71811069
3314203865	"Glyptemys insculpta"	-463029.532687056	-240937.4850779
3314204827	"Glyptemys insculpta"	-352387.67686634	-73236.6605911894
3314213108	"Glyptemys insculpta"	-457317.173267341	-189078.540607931
3314221174	"Glyptemys insculpta"	-528346.595695205	-117951.6571851
3314225718	"Glyptemys insculpta"	-837872.639097806	-386226.943136811
3314231975	"Glyptemys insculpta"	-330202.008495798	-107116.237438265
3314236766	"Glyptemys insculpta"	-545467.946330841	94311.0008972376
3314287558	"Glyptemys insculpta"	-315300.541826492	-165722.795325697
3314293903	"Glyptemys insculpta"	-470805.203865885	-236371.574170831
3314308770	"Glyptemys insculpta"	-914217.7936176	-337956.630099998
3314463865	"Glyptemys insculpta"	-438683.683582338	-286816.042256468
3314597475	"Glyptemys insculpta"	-314325.801012694	-5577.52384867027
3320863108	"Glyptemys insculpta"	-573058.888488353	-206396.509946203
3320946979	"Glyptemys insculpta"	-345677.335559935	-118162.268894342
3321083053	"Glyptemys insculpta"	-489537.825653373	-235043.407402573
3321127783	"Glyptemys insculpta"	-599081.617702674	-380185.930590522
3321206928	"Glyptemys insculpta"	-324836.550264854	-76471.9791885015
3321208705	"Glyptemys insculpta"	-985351.25103061	-288213.586441101
3321249307	"Glyptemys insculpta"	-844076.607828749	-348294.271342639
3321249419	"Glyptemys insculpta"	-1385929.65208847	102538.679122127
3325579568	"Glyptemys insculpta"	-772391.87396448	-491681.019724791
3325675616	"Glyptemys insculpta"	-712753.091943337	-279486.089033411
3325682626	"Glyptemys insculpta"	-716599.798232308	-279940.169545737
3325704625	"Glyptemys insculpta"	-709884.284896862	-271733.444699247
3325716637	"Glyptemys insculpta"	-449453.312737518	-290945.998908916
3327853528	"Glyptemys insculpta"	-872267.917858929	-452989.029705894
3333300274	"Glyptemys insculpta"	-849930.817023575	-424702.213600209
3338138109	"Glyptemys insculpta"	-674227.621731669	-202677.584989243
3344036110	"Glyptemys insculpta"	-559800.25219019	-269887.999335903
3355630494	"Glyptemys insculpta"	-537211.217221321	97578.3032883807
3384776604	"Glyptemys insculpta"	-1392532.63210969	221522.247238269
3399309314	"Glyptemys insculpta"	-532469.703826256	93413.1698675842
3415385656	"Glyptemys insculpta"	-875520.38446791	-452039.107922733
3456686724	"Glyptemys insculpta"	-462679.593950407	-177333.887726782
3784988530	"Glyptemys insculpta"	-582841.35194262	-310363.371486492
3325494935	"Glyptemys insculpta"	-872253.70276944	-403956.262093699
3325501639	"Glyptemys insculpta"	-1507306.21432697	362656.617254326
3325526905	"Glyptemys insculpta"	-1628679.23725636	267272.887607468
3325576276	"Glyptemys insculpta"	-940353.389113121	-262114.938847005
3325788146	"Glyptemys insculpta"	-238247.469192952	-95332.7725385606
3325904336	"Glyptemys insculpta"	-409581.602070321	-251235.877841671
3327721844	"Glyptemys insculpta"	-890725.891280629	-493616.808606306
3327854429	"Glyptemys insculpta"	-245891.497765377	-98220.2343202046
3327924008	"Glyptemys insculpta"	-871853.946004064	-453698.424619145
3327992700	"Glyptemys insculpta"	-831104.357565573	-428493.354570489
3327993741	"Glyptemys insculpta"	-555054.651717147	-249525.866346885
3328135333	"Glyptemys insculpta"	-518235.475597233	-407554.84975998
3330415051	"Glyptemys insculpta"	-68616.8551390881	228615.17402765
3330514787	"Glyptemys insculpta"	-281552.091836486	-109332.586337542
3330755289	"Glyptemys insculpta"	-309613.68111023	-16639.2078679796
3333132049	"Glyptemys insculpta"	-432543.429673978	-82820.7611455169
3333154528	"Glyptemys insculpta"	-885804.447692882	-446967.515171418
3333284179	"Glyptemys insculpta"	-488650.673835179	-207131.451691903
3335380863	"Glyptemys insculpta"	-1363295.64527281	230918.650058312
3343862490	"Glyptemys insculpta"	-408609.974019217	-265651.389128745
3383871810	"Glyptemys insculpta"	-945699.739565449	-322340.365527674
3384194809	"Glyptemys insculpta"	-860589.419749366	-423335.566194488
3456191893	"Glyptemys insculpta"	-863492.388937899	-427230.20119317
3335157065	"Glyptemys insculpta"	-1240673.28746147	278312.686630408
3335493461	"Glyptemys insculpta"	-294472.967909835	16995.6026839241
3337418247	"Glyptemys insculpta"	-872279.495542716	-479818.393189497
3337495161	"Glyptemys insculpta"	-981308.093458638	-236121.849086202
3337567017	"Glyptemys insculpta"	-1237823.29660411	290000.367965483
3337789555	"Glyptemys insculpta"	-1228639.98003239	282799.814597985
3337927421	"Glyptemys insculpta"	-325534.468815863	92684.1290599556
3338037459	"Glyptemys insculpta"	-67976.2237002092	121913.778863365
3343720755	"Glyptemys insculpta"	-305649.491118841	-32329.2384240057
3343895596	"Glyptemys insculpta"	-1461001.39049407	360621.48807812
3343973746	"Glyptemys insculpta"	-535520.927902464	-291394.575143143
3344002129	"Glyptemys insculpta"	-329746.769059225	-91512.4439334425
3355360923	"Glyptemys insculpta"	-530543.45823674	-267649.453179387
