"","site","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10","huella","altitud","duration_minutes.1","duration_minutes.2","duration_minutes.3","duration_minutes.4","duration_minutes.5","duration_minutes.6","duration_minutes.7","duration_minutes.8","duration_minutes.9","duration_minutes.10"
"202","10899_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1777,78,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","10900_0",0,0,0,1,1,0,1,1,1,1,80,1885,116,84,75,120,120,80,32,60,29,45
"204","10900_1",1,1,0,0,0,1,NA,NA,NA,NA,80,1885,79,60,5,5,5,85,NA,NA,NA,NA
"205","10900_10",0,0,1,1,1,0,1,0,0,NA,80,1885,240,116,74,51,81,45,243,90,92,NA
"206","10900_11",1,0,1,1,1,NA,NA,NA,NA,NA,80,1885,60,68,97,113,114,NA,NA,NA,NA,NA
"207","10900_12",1,1,0,0,1,0,0,NA,NA,NA,80,1885,60,22,45,4,11,31,18,NA,NA,NA
"208","10900_2",1,0,0,NA,NA,NA,NA,NA,NA,NA,80,1885,41,85,25,NA,NA,NA,NA,NA,NA,NA
"209","10900_3",1,1,1,0,NA,NA,NA,NA,NA,NA,80,1885,210,210,258,150,NA,NA,NA,NA,NA,NA
"210","10900_4",1,1,1,0,1,NA,NA,NA,NA,NA,80,1885,106,180,30,4,103,NA,NA,NA,NA,NA
"211","10900_5",1,1,1,1,NA,NA,NA,NA,NA,NA,80,1885,57,207,159,232,NA,NA,NA,NA,NA,NA
"212","10900_6",1,1,NA,NA,NA,NA,NA,NA,NA,NA,80,1885,58,161,NA,NA,NA,NA,NA,NA,NA,NA
"213","10900_7",1,1,1,0,NA,NA,NA,NA,NA,NA,80,1885,197,83,107,200,NA,NA,NA,NA,NA,NA
"214","10900_8",1,0,1,NA,NA,NA,NA,NA,NA,NA,80,1885,85,206,45,NA,NA,NA,NA,NA,NA,NA
"215","10900_9",0,0,0,1,0,1,0,NA,NA,NA,80,1885,99,209,114,68,114,82,123,NA,NA,NA
"216","10901_10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2034,173,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","10901_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2034,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","10901_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,2034,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","10902_0",0,0,0,0,NA,NA,NA,NA,NA,NA,94,2130,2,49,67,26,NA,NA,NA,NA,NA,NA
"220","10902_9",0,1,0,NA,NA,NA,NA,NA,NA,NA,94,2130,2,6,90,NA,NA,NA,NA,NA,NA,NA
"221","10903_11",1,0,1,0,0,0,0,0,NA,NA,88,2071,27,47,20,13,9,10,19,10,NA,NA
"222","10903_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2071,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","10903_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2071,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","10903_8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2071,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","10905_0",1,1,1,1,1,NA,NA,NA,NA,NA,94,2125,110,127,4,35,15,NA,NA,NA,NA,NA
"226","10905_1",1,0,1,1,1,1,0,1,1,1,94,2125,25,12,19,12,27,9,5,56,4,3
"227","10905_10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2125,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","10905_11",1,1,NA,NA,NA,NA,NA,NA,NA,NA,94,2125,15,2,NA,NA,NA,NA,NA,NA,NA,NA
"229","10905_12",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2125,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","10905_2",1,1,1,0,1,1,1,1,1,1,94,2125,45,3,6,5,244,63,15,120,91,4
"231","10905_3",1,1,1,1,1,1,0,1,1,1,94,2125,18,120,10,5,10,25,17,4,114,5
"232","10905_4",1,1,1,1,1,1,1,1,1,1,94,2125,5,229,3,135,143,70,84,3,19,14
"233","10905_5",1,1,1,1,0,0,NA,NA,NA,NA,94,2125,28,6,21,50,1,14,NA,NA,NA,NA
"234","10905_6",0,0,1,1,1,1,NA,NA,NA,NA,94,2125,65,12,6,7,5,10,NA,NA,NA,NA
"235","10905_7",1,0,0,1,1,NA,NA,NA,NA,NA,94,2125,6,5,170,29,99,NA,NA,NA,NA,NA
"236","10905_8",1,1,1,0,1,1,NA,NA,NA,NA,94,2125,35,25,46,31,15,15,NA,NA,NA,NA
"237","10905_9",1,1,1,1,1,1,1,1,1,1,94,2125,4,16,17,29,19,4,8,14,39,21
"238","10906_10",1,1,NA,NA,NA,NA,NA,NA,NA,NA,62,2228,33,120,NA,NA,NA,NA,NA,NA,NA,NA
"239","10906_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2228,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","10906_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2228,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","10906_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2228,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","10907_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2213,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","10907_8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2213,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","10908_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2223,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","10908_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2223,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","10908_11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2223,156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","10908_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2223,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","10908_3",1,0,1,NA,NA,NA,NA,NA,NA,NA,54,2223,105,120,222,NA,NA,NA,NA,NA,NA,NA
"249","10908_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2223,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","10908_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2223,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","10908_7",0,0,NA,NA,NA,NA,NA,NA,NA,NA,54,2223,2,17,NA,NA,NA,NA,NA,NA,NA,NA
"252","10908_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2223,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","10908_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2223,266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","10909_0",1,0,1,1,0,NA,NA,NA,NA,NA,28,2267,300,48,150,210,79,NA,NA,NA,NA,NA
"255","10909_1",0,0,1,0,1,0,0,0,0,NA,28,2267,30,21,141,12,31,30,25,6,24,NA
"256","10909_10",0,0,0,0,0,0,1,NA,NA,NA,28,2267,23,2,13,170,49,30,26,NA,NA,NA
"257","10909_11",0,1,0,0,0,0,0,0,0,0,28,2267,13,248,9,95,12,44,35,9,16,66
"258","10909_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2267,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","10909_2",0,1,1,NA,NA,NA,NA,NA,NA,NA,28,2267,92,212,26,NA,NA,NA,NA,NA,NA,NA
"260","10909_3",1,1,0,NA,NA,NA,NA,NA,NA,NA,28,2267,31,300,30,NA,NA,NA,NA,NA,NA,NA
"261","10909_4",1,0,0,0,0,NA,NA,NA,NA,NA,28,2267,160,19,53,75,121,NA,NA,NA,NA,NA
"262","10909_5",1,0,0,NA,NA,NA,NA,NA,NA,NA,28,2267,51,22,261,NA,NA,NA,NA,NA,NA,NA
"263","10909_6",0,0,0,NA,NA,NA,NA,NA,NA,NA,28,2267,30,65,10,NA,NA,NA,NA,NA,NA,NA
"264","10909_7",0,0,0,0,1,0,1,1,NA,NA,28,2267,4,16,14,54,17,59,9,46,NA,NA
"265","10909_8",1,0,1,0,NA,NA,NA,NA,NA,NA,28,2267,29,34,134,15,NA,NA,NA,NA,NA,NA
"266","10909_9",1,0,0,0,NA,NA,NA,NA,NA,NA,28,2267,17,175,2,10,NA,NA,NA,NA,NA,NA
"267","10910_0",1,1,0,1,1,1,0,0,NA,NA,20,2372,192,48,184,300,180,90,70,35,NA,NA
"268","10910_1",1,1,0,1,0,0,1,1,0,0,20,2372,111,45,20,57,28,180,200,180,113,99
"269","10910_10",0,1,0,1,0,1,1,0,1,NA,20,2372,20,240,100,30,21,4,64,25,59,NA
"270","10910_11",0,0,1,0,0,0,1,1,1,1,20,2372,8,12,244,90,11,96,227,176,98,60
"271","10910_12",1,0,NA,NA,NA,NA,NA,NA,NA,NA,20,2372,132,134,NA,NA,NA,NA,NA,NA,NA,NA
"272","10910_2",1,0,0,1,1,1,0,NA,NA,NA,20,2372,96,240,45,240,61,180,115,NA,NA,NA
"273","10910_3",0,1,0,1,0,1,0,1,0,0,20,2372,45,36,17,99,20,20,70,120,39,210
"274","10910_4",0,1,1,1,1,0,1,1,NA,NA,20,2372,70,43,48,114,55,20,70,240,NA,NA
"275","10910_5",1,1,1,1,0,0,0,1,0,1,20,2372,41,30,93,84,58,15,42,74,118,19
"276","10910_6",0,1,1,1,1,1,1,0,0,1,20,2372,240,80,90,30,40,40,270,97,147,240
"277","10910_7",1,1,0,1,1,0,1,1,0,1,20,2372,69,48,254,300,300,264,30,245,139,78
"278","10910_8",0,0,1,1,1,1,1,1,1,NA,20,2372,4,118,300,8,45,54,65,33,75,NA
"279","10910_9",0,1,1,1,1,0,0,1,1,NA,20,2372,76,100,200,20,24,25,30,200,200,NA
"280","10911_0",0,0,1,0,0,0,1,0,1,1,20,2535,76,10,19,23,11,5,91,49,77,126
"281","10911_1",1,1,1,0,0,1,1,1,1,0,20,2535,254,216,112,51,120,75,180,43,166,5
"282","10911_10",1,0,1,0,1,0,1,0,0,1,20,2535,106,275,300,118,150,183,300,80,206,300
"283","10911_11",1,1,1,0,0,0,0,1,1,0,20,2535,191,250,98,99,71,26,13,249,250,49
"284","10911_12",0,0,0,NA,NA,NA,NA,NA,NA,NA,20,2535,25,98,154,NA,NA,NA,NA,NA,NA,NA
"285","10911_2",1,1,0,NA,NA,NA,NA,NA,NA,NA,20,2535,86,129,292,NA,NA,NA,NA,NA,NA,NA
"286","10911_3",1,0,1,0,0,1,0,1,1,0,20,2535,94,108,90,208,120,150,218,10,175,278
"287","10911_4",1,1,1,0,1,1,1,0,NA,NA,20,2535,200,160,145,10,300,253,103,300,NA,NA
"288","10911_5",0,0,0,1,0,1,1,1,1,NA,20,2535,95,36,33,140,45,98,123,119,105,NA
"289","10911_6",1,0,1,1,0,1,1,1,0,0,20,2535,41,45,274,155,113,191,131,58,20,93
"290","10911_7",0,1,0,1,0,1,1,1,1,1,20,2535,30,120,125,145,23,300,65,267,39,35
"291","10911_8",1,1,1,1,1,0,1,1,1,1,20,2535,63,15,119,122,79,155,15,106,133,60
"292","10911_9",1,1,0,1,1,1,1,0,0,0,20,2535,90,120,35,250,200,30,1,300,20,30
"293","10917_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,3620,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","11002_7",0,0,NA,NA,NA,NA,NA,NA,NA,NA,65,1015,59,28,NA,NA,NA,NA,NA,NA,NA,NA
"295","11002_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1015,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","11003_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,975,89,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","11004_0",0,0,0,NA,NA,NA,NA,NA,NA,NA,77,966,135,68,118,NA,NA,NA,NA,NA,NA,NA
"298","11004_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,966,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","11004_4",0,0,NA,NA,NA,NA,NA,NA,NA,NA,77,966,90,91,NA,NA,NA,NA,NA,NA,NA,NA
"300","11023_0",0,0,0,NA,NA,NA,NA,NA,NA,NA,62,1279,60,56,1,NA,NA,NA,NA,NA,NA,NA
"301","11023_11",0,0,0,0,0,0,0,0,NA,NA,62,1279,11,41,41,28,44,60,10,11,NA,NA
"302","11023_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1279,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","11026_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1034,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","11033_10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1157,293,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","11034_0",0,0,0,0,0,0,0,0,0,0,60,1207,180,45,8,20,73,33,20,15,20,216
"306","11034_1",0,0,0,0,0,0,0,0,0,0,60,1207,180,60,235,240,124,126,280,74,162,296
"307","11034_10",0,0,0,0,0,0,0,0,0,0,60,1207,120,95,60,249,20,44,38,73,152,7
"308","11034_11",0,0,0,0,0,0,0,1,0,0,60,1207,60,6,193,86,278,158,152,39,53,109
"309","11034_12",0,0,0,0,0,0,0,0,0,0,60,1207,54,102,6,108,111,20,209,94,102,165
"310","11034_2",0,0,0,0,0,0,0,0,0,0,60,1207,180,128,30,135,173,90,25,103,33,127
"311","11034_3",0,0,0,0,0,0,0,0,0,0,60,1207,10,30,140,125,30,176,240,68,200,36
"312","11034_4",0,0,1,0,0,0,0,0,0,0,60,1207,150,180,200,180,216,15,20,100,216,43
"313","11034_5",0,0,0,0,0,0,0,0,0,0,60,1207,300,284,70,160,144,23,42,200,66,131
"314","11034_6",0,0,0,0,0,0,0,0,0,0,60,1207,84,89,76,138,15,20,149,95,102,104
"315","11034_7",0,0,0,0,1,1,0,0,0,0,60,1207,295,237,64,250,109,120,72,120,190,155
"316","11034_8",0,0,0,0,0,0,0,0,0,0,60,1207,15,197,102,126,104,64,130,173,49,120
"317","11034_9",0,0,0,0,0,1,0,1,0,0,60,1207,31,84,126,182,200,135,177,63,60,180
"318","11036_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1357,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","11037_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1446,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","11039_10",0,0,0,0,0,NA,NA,NA,NA,NA,65,1574,15,10,5,12,20,NA,NA,NA,NA,NA
"321","11039_11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1574,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","11039_2",0,0,NA,NA,NA,NA,NA,NA,NA,NA,65,1574,25,45,NA,NA,NA,NA,NA,NA,NA,NA
"323","11040_0",1,0,NA,NA,NA,NA,NA,NA,NA,NA,65,1688,45,51,NA,NA,NA,NA,NA,NA,NA,NA
"324","11040_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1688,141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","11040_10",1,1,NA,NA,NA,NA,NA,NA,NA,NA,65,1688,300,300,NA,NA,NA,NA,NA,NA,NA,NA
"326","11040_2",0,1,1,0,0,1,0,NA,NA,NA,65,1688,300,240,180,15,13,162,37,NA,NA,NA
"327","11040_3",0,1,1,NA,NA,NA,NA,NA,NA,NA,65,1688,55,120,136,NA,NA,NA,NA,NA,NA,NA
"328","11040_5",0,1,1,NA,NA,NA,NA,NA,NA,NA,65,1688,10,203,212,NA,NA,NA,NA,NA,NA,NA
"329","11040_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1688,192,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","11040_8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1688,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","11041_0",0,1,1,1,1,1,0,0,1,1,65,1807,48,90,12,115,29,45,117,53,60,100
"332","11041_1",1,0,1,1,NA,NA,NA,NA,NA,NA,65,1807,60,264,240,90,NA,NA,NA,NA,NA,NA
"333","11041_10",0,0,0,1,1,1,1,1,1,1,65,1807,180,90,38,120,108,150,120,120,227,122
"334","11041_11",1,0,0,0,1,0,1,1,0,0,65,1807,300,2,14,17,56,35,180,180,180,74
"335","11041_12",0,1,1,NA,NA,NA,NA,NA,NA,NA,65,1807,8,240,238,NA,NA,NA,NA,NA,NA,NA
"336","11041_2",1,1,1,1,0,1,0,0,1,1,65,1807,120,30,15,10,180,60,120,112,262,128
"337","11041_3",1,1,NA,NA,NA,NA,NA,NA,NA,NA,65,1807,11,108,NA,NA,NA,NA,NA,NA,NA,NA
"338","11041_4",0,1,NA,NA,NA,NA,NA,NA,NA,NA,65,1807,6,240,NA,NA,NA,NA,NA,NA,NA,NA
"339","11041_5",1,1,1,1,0,0,NA,NA,NA,NA,65,1807,58,255,149,45,122,67,NA,NA,NA,NA
"340","11041_6",0,0,0,1,0,1,1,0,1,1,65,1807,60,5,90,15,40,300,153,13,26,148
"341","11041_7",0,1,1,NA,NA,NA,NA,NA,NA,NA,65,1807,98,75,222,NA,NA,NA,NA,NA,NA,NA
"342","11041_8",1,0,1,1,1,1,1,NA,NA,NA,65,1807,179,94,180,120,12,107,180,NA,NA,NA
"343","11041_9",1,0,0,1,0,1,1,0,1,0,65,1807,180,24,39,181,62,80,268,57,90,41
"344","11044_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2066.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","11044_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2066.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","11045_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2112,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","11045_4",0,1,1,NA,NA,NA,NA,NA,NA,NA,94,2112,15,15,60,NA,NA,NA,NA,NA,NA,NA
"348","11045_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2112,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","11046_1",1,0,1,1,1,1,NA,NA,NA,NA,80,2105,2,2,20,25,22,3,NA,NA,NA,NA
"350","11046_10",1,1,NA,NA,NA,NA,NA,NA,NA,NA,80,2105,120,152,NA,NA,NA,NA,NA,NA,NA,NA
"351","11046_2",1,1,NA,NA,NA,NA,NA,NA,NA,NA,80,2105,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"352","11046_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,2105,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","11046_4",0,1,NA,NA,NA,NA,NA,NA,NA,NA,80,2105,8,41,NA,NA,NA,NA,NA,NA,NA,NA
"354","11046_6",1,1,1,NA,NA,NA,NA,NA,NA,NA,80,2105,104,10,5,NA,NA,NA,NA,NA,NA,NA
"355","11046_8",1,1,NA,NA,NA,NA,NA,NA,NA,NA,80,2105,16,2,NA,NA,NA,NA,NA,NA,NA,NA
"356","11046_9",0,1,0,NA,NA,NA,NA,NA,NA,NA,80,2105,45,15,4,NA,NA,NA,NA,NA,NA,NA
"357","11047_0",1,1,1,1,1,1,1,0,1,0,94,2122,240,60,215,125,60,85,150,90,90,56
"358","11047_1",0,0,1,0,0,1,NA,NA,NA,NA,94,2122,30,60,5,5,5,128,NA,NA,NA,NA
"359","11047_10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2122,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","11047_11",1,1,1,0,0,0,1,NA,NA,NA,94,2122,44,49,67,78,11,50,184,NA,NA,NA
"361","11047_2",0,0,1,NA,NA,NA,NA,NA,NA,NA,94,2122,30,20,82,NA,NA,NA,NA,NA,NA,NA
"362","11047_3",0,0,NA,NA,NA,NA,NA,NA,NA,NA,94,2122,30,60,NA,NA,NA,NA,NA,NA,NA,NA
"363","11047_4",1,0,NA,NA,NA,NA,NA,NA,NA,NA,94,2122,12,50,NA,NA,NA,NA,NA,NA,NA,NA
"364","11047_5",0,0,0,1,NA,NA,NA,NA,NA,NA,94,2122,240,120,20,65,NA,NA,NA,NA,NA,NA
"365","11047_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2122,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","11047_7",1,1,1,NA,NA,NA,NA,NA,NA,NA,94,2122,115,190,45,NA,NA,NA,NA,NA,NA,NA
"367","11047_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,2122,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","11048_10",0,0,NA,NA,NA,NA,NA,NA,NA,NA,88,2155,121,35,NA,NA,NA,NA,NA,NA,NA,NA
"369","11048_11",0,0,NA,NA,NA,NA,NA,NA,NA,NA,88,2155,30,72,NA,NA,NA,NA,NA,NA,NA,NA
"370","11048_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2155,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","11048_5",1,0,NA,NA,NA,NA,NA,NA,NA,NA,88,2155,89,82,NA,NA,NA,NA,NA,NA,NA,NA
"372","11048_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,2155,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","11051_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2337,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","11057_2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,3548.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","11058_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,3691,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","11060_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,3688,94,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","11141_0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1290,122,122,NA,NA,NA,NA,NA,NA,NA,NA
"378","11146_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,943,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","11158_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1004,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","11159_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,919,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","11160_1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,937,63,16,NA,NA,NA,NA,NA,NA,NA,NA
"382","11160_10",0,0,0,NA,NA,NA,NA,NA,NA,NA,60,937,40,78,163,NA,NA,NA,NA,NA,NA,NA
"383","11160_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,937,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","11160_3",0,0,0,0,NA,NA,NA,NA,NA,NA,60,937,35,30,12,240,NA,NA,NA,NA,NA,NA
"385","11160_4",0,0,0,0,0,NA,NA,NA,NA,NA,60,937,184,68,34,25,115,NA,NA,NA,NA,NA
"386","11160_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,937,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","11160_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,937,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","11173_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1229,102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","11175_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1216,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","11176_0",0,0,0,0,0,0,0,0,0,NA,62,1257,26,32,30,65,104,8,30,83,118,NA
"391","11176_1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1257,56,30,NA,NA,NA,NA,NA,NA,NA,NA
"392","11176_11",0,0,0,NA,NA,NA,NA,NA,NA,NA,62,1257,134,90,63,NA,NA,NA,NA,NA,NA,NA
"393","11176_12",0,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1257,38,56,NA,NA,NA,NA,NA,NA,NA,NA
"394","11176_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1257,108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","11176_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1257,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","11176_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1257,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","11176_6",0,0,0,0,NA,NA,NA,NA,NA,NA,62,1257,75,86,5,17,NA,NA,NA,NA,NA,NA
"398","11176_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1257,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","11176_8",0,1,0,NA,NA,NA,NA,NA,NA,NA,62,1257,70,128,5,NA,NA,NA,NA,NA,NA,NA
"400","11176_9",0,0,0,0,0,0,NA,NA,NA,NA,62,1257,14,32,92,5,26,51,NA,NA,NA,NA
"401","11177_11",0,1,NA,NA,NA,NA,NA,NA,NA,NA,62,1427,23,42,NA,NA,NA,NA,NA,NA,NA,NA
"402","11177_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1427,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","11177_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1427,143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","11177_5",0,0,1,1,0,0,0,0,0,0,62,1427,60,60,60,60,60,60,70,60,120,120
"405","11177_6",0,0,0,NA,NA,NA,NA,NA,NA,NA,62,1427,48,109,96,NA,NA,NA,NA,NA,NA,NA
"406","11178_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1457,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","11178_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1457,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","11179_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1466,166,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","11179_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1466,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","11179_11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1466,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","11179_3",1,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1466,150,21,NA,NA,NA,NA,NA,NA,NA,NA
"412","11179_6",0,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1466,48,25,NA,NA,NA,NA,NA,NA,NA,NA
"413","11182_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1862,257,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","11182_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1862,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","11183_4",0,1,NA,NA,NA,NA,NA,NA,NA,NA,80,2005,180,3,NA,NA,NA,NA,NA,NA,NA,NA
"416","11185_10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1933.5,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
