"","site","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10","huella","altitud","duration_minutes.1","duration_minutes.2","duration_minutes.3","duration_minutes.4","duration_minutes.5","duration_minutes.6","duration_minutes.7","duration_minutes.8","duration_minutes.9","duration_minutes.10"
"1918","7307_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,416,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919","7369_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1384,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920","7422_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1700,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921","7427_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1538,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922","7428_0",0,0,0,1,0,1,0,0,0,0,94,1561,30,130,47,96,15,49,30,9,128,7
"1923","7428_1",0,0,1,0,0,NA,NA,NA,NA,NA,94,1561,13,5,140,105,163,NA,NA,NA,NA,NA
"1924","7428_10",0,0,0,0,0,1,0,0,0,0,94,1561,60,50,60,19,13,30,145,100,26,51
"1925","7428_11",0,0,0,0,0,NA,NA,NA,NA,NA,94,1561,81,3,60,60,12,NA,NA,NA,NA,NA
"1926","7428_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,1561,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927","7428_2",0,1,0,0,NA,NA,NA,NA,NA,NA,94,1561,10,140,38,6,NA,NA,NA,NA,NA,NA
"1928","7428_3",0,0,NA,NA,NA,NA,NA,NA,NA,NA,94,1561,140,20,NA,NA,NA,NA,NA,NA,NA,NA
"1929","7428_4",0,0,0,0,0,0,1,1,0,0,94,1561,172,135,47,39,10,30,36,20,26,22
"1930","7428_5",0,0,0,0,0,1,1,1,0,NA,94,1561,46,10,4,60,40,160,85,128,145,NA
"1931","7428_6",0,0,0,0,0,0,0,0,0,0,94,1561,19,114,69,103,10,3,20,59,174,6
"1932","7428_7",0,0,0,0,0,0,0,0,0,1,94,1561,54,125,55,134,90,80,33,4,1,198
"1933","7428_8",0,0,0,0,0,0,0,0,1,0,94,1561,9,19,87,8,60,33,50,2,64,8
"1934","7428_9",0,0,0,0,0,0,0,0,0,0,94,1561,50,45,50,33,52,10,5,72,40,11
"1935","7429_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,1470,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936","7448_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,399,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937","7448_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,399,183,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938","7457_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,269,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939","7458_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,251,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1940","7458_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,251,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1941","7460_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,231,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1942","7463_1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,74,207,35,20,NA,NA,NA,NA,NA,NA,NA,NA
"1943","7463_11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,207,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944","7463_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,207,163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945","7464_8",0,0,NA,NA,NA,NA,NA,NA,NA,NA,51,238,21,20,NA,NA,NA,NA,NA,NA,NA,NA
"1946","7547_0",1,1,NA,NA,NA,NA,NA,NA,NA,NA,54,2774,91,103,NA,NA,NA,NA,NA,NA,NA,NA
"1947","7568_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1567,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948","7568_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1567,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949","7604_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,201,143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950","7605_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,260.5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951","7666_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2195,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952","7699_7",1,1,NA,NA,NA,NA,NA,NA,NA,NA,57,2050,49,42,NA,NA,NA,NA,NA,NA,NA,NA
"1953","7701_11",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2237,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954","7701_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2237,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955","7710_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1203.5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956","7710_4",0,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1203.5,75,77,NA,NA,NA,NA,NA,NA,NA,NA
"1957","7710_5",0,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1203.5,53,30,NA,NA,NA,NA,NA,NA,NA,NA
"1958","7710_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1203.5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959","7788_7",0,0,0,0,NA,NA,NA,NA,NA,NA,65,896,1,91,1,59,NA,NA,NA,NA,NA,NA
"1960","7832_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3206,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961","7832_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3206,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962","7833_7",0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,3005,138,120,NA,NA,NA,NA,NA,NA,NA,NA
"1963","7835_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,2612,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964","7838_7",0,1,NA,NA,NA,NA,NA,NA,NA,NA,42,2367,12,240,NA,NA,NA,NA,NA,NA,NA,NA
"1965","7840_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,2166,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966","7841_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2014,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967","7842_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,2098,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968","7975_4",0,0,0,NA,NA,NA,NA,NA,NA,NA,68,2792.5,57,78,40,NA,NA,NA,NA,NA,NA,NA
"1969","7975_7",0,1,NA,NA,NA,NA,NA,NA,NA,NA,68,2792.5,118,151,NA,NA,NA,NA,NA,NA,NA,NA
"1970","7976_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2601.5,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971","7977_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2461,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972","7978_7",0,1,0,1,NA,NA,NA,NA,NA,NA,54,2399.5,120,120,60,240,NA,NA,NA,NA,NA,NA
"1973","8122_2",0,0,1,0,0,0,0,NA,NA,NA,77,1844,105,101,79,90,7,90,47,NA,NA,NA
"1974","8194_0",1,1,NA,NA,NA,NA,NA,NA,NA,NA,68,1688,166,26,NA,NA,NA,NA,NA,NA,NA,NA
"1975","8194_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1688,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976","8197_0",1,1,NA,NA,NA,NA,NA,NA,NA,NA,65,1910,254,175,NA,NA,NA,NA,NA,NA,NA,NA
"1977","8197_4",0,1,1,1,NA,NA,NA,NA,NA,NA,65,1910,60,150,120,120,NA,NA,NA,NA,NA,NA
"1978","8263_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1785,128,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979","8336_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,1673,123,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980","8337_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1763,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981","8337_7",1,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1763,67,30,NA,NA,NA,NA,NA,NA,NA,NA
"1982","8337_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1763,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983","8359_7",1,0,NA,NA,NA,NA,NA,NA,NA,NA,65,1611,60,93,NA,NA,NA,NA,NA,NA,NA,NA
"1984","838_3",0,0,NA,NA,NA,NA,NA,NA,NA,NA,62,196,149,120,NA,NA,NA,NA,NA,NA,NA,NA
"1985","8475_4",0,0,NA,NA,NA,NA,NA,NA,NA,NA,68,1588,90,90,NA,NA,NA,NA,NA,NA,NA,NA
"1986","8493_0",0,0,0,0,0,NA,NA,NA,NA,NA,71,870,120,180,120,60,180,NA,NA,NA,NA,NA
"1987","8538_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2272,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","8539_0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,2555,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","8616_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1498,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","8619_9",1,1,1,NA,NA,NA,NA,NA,NA,NA,57,1930,12,30,151,NA,NA,NA,NA,NA,NA,NA
"1991","8632_10",0,0,0,NA,NA,NA,NA,NA,NA,NA,60,954,3,30,59,NA,NA,NA,NA,NA,NA,NA
"1992","8632_4",0,0,0,NA,NA,NA,NA,NA,NA,NA,60,954,10,228,79,NA,NA,NA,NA,NA,NA,NA
"1993","8632_5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,954,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","8632_8",0,0,0,0,0,NA,NA,NA,NA,NA,60,954,7,85,26,43,121,NA,NA,NA,NA,NA
"1995","8632_9",0,0,0,0,0,0,0,0,NA,NA,60,954,273,53,170,263,95,179,45,63,NA,NA
"1996","8634_0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,931,120,60,NA,NA,NA,NA,NA,NA,NA,NA
"1997","8757_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1472,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998","8773_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,939,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999","8773_4",0,0,NA,NA,NA,NA,NA,NA,NA,NA,68,939,300,128,NA,NA,NA,NA,NA,NA,NA,NA
"2000","8784_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1463,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","8797_11",0,0,0,0,NA,NA,NA,NA,NA,NA,54,2290,4,6,6,5,NA,NA,NA,NA,NA,NA
"2002","8798_11",0,0,0,0,0,0,0,0,NA,NA,51,2408,3,13,5,5,6,5,6,7,NA,NA
"2003","8799_11",0,1,0,0,1,0,0,1,0,0,42,2561,34,2,2,5,6,5,5,5,6,5
"2004","8800_11",0,1,0,0,0,0,NA,NA,NA,NA,48,2660,6,5,7,5,5,8,NA,NA,NA,NA
"2005","8914_6",0,0,NA,NA,NA,NA,NA,NA,NA,NA,68,886,12,45,NA,NA,NA,NA,NA,NA,NA,NA
"2006","8914_7",0,0,0,NA,NA,NA,NA,NA,NA,NA,68,886,45,60,60,NA,NA,NA,NA,NA,NA,NA
"2007","8929_11",0,0,0,0,0,0,NA,NA,NA,NA,60,1807.5,8,6,7,5,6,7,NA,NA,NA,NA
"2008","9068_11",0,0,0,0,0,NA,NA,NA,NA,NA,62,1599,6,6,7,8,6,NA,NA,NA,NA,NA
"2009","9069_11",0,0,0,0,0,0,0,0,1,0,62,1635,7,6,5,7,8,6,8,6,8,5
"2010","9069_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1635,242,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","9069_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1635,127,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","9069_9",0,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1635,120,110,NA,NA,NA,NA,NA,NA,NA,NA
"2013","9070_11",0,0,0,0,0,0,0,0,0,NA,62,1692,6,5,6,5,5,6,7,7,8,NA
"2014","9071_11",0,0,0,0,0,0,NA,NA,NA,NA,65,1770,5,6,6,5,5,6,NA,NA,NA,NA
"2015","9074_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1935,298,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","9076_11",0,0,0,0,0,0,NA,NA,NA,NA,54,2138,5,5,5,5,6,6,NA,NA,NA,NA
"2017","9078_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2363,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018","9113_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1768,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019","9189_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,859,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","9200_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1135,201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021","9210_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1761,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022","9214_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2013,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","9214_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2013,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024","9215_11",1,0,0,0,0,1,0,0,NA,NA,57,2105,7,10,6,6,7,5,6,7,NA,NA
"2025","9215_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2105,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026","9216_11",0,0,0,0,0,0,0,0,0,0,45,2181,8,7,5,7,9,5,5,5,6,5
"2027","9218_11",0,0,0,0,0,0,NA,NA,NA,NA,28,2385,5,6,5,5,6,5,NA,NA,NA,NA
"2028","9335_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,807,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2029","9342_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1151,129,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030","9351_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1895,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2031","9354_11",1,0,0,0,0,0,0,0,0,NA,60,2138,5,6,6,5,6,6,5,5,6,NA
"2032","9354_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2138,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2033","9464_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,1665,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2034","9476_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,809,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2035","9476_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,809,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2036","9494_0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,2174,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2037","9494_11",0,0,0,NA,NA,NA,NA,NA,NA,NA,74,2174,6,5,7,NA,NA,NA,NA,NA,NA,NA
"2038","9494_7",0,1,NA,NA,NA,NA,NA,NA,NA,NA,74,2174,5,5,NA,NA,NA,NA,NA,NA,NA,NA
"2039","9495_7",0,1,NA,NA,NA,NA,NA,NA,NA,NA,60,2073,2,5,NA,NA,NA,NA,NA,NA,NA,NA
"2040","9614_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,960.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2041","9614_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,960.5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2042","9620_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,853.5,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043","9620_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,853.5,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2044","9632_1",0,1,NA,NA,NA,NA,NA,NA,NA,NA,62,1776.5,60,53,NA,NA,NA,NA,NA,NA,NA,NA
"2045","9632_10",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1776.5,176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2046","9632_3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1776.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2047","9632_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1776.5,181,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2048","9632_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1776.5,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2049","9632_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1776.5,229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2050","9632_9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1776.5,196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2051","9633_11",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,1927.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2052","9633_4",0,0,1,NA,NA,NA,NA,NA,NA,NA,77,1927.5,31,60,21,NA,NA,NA,NA,NA,NA,NA
"2053","9633_6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,1927.5,189,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2054","9633_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,1927.5,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2055","9634_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1962.5,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2056","9634_10",1,1,1,NA,NA,NA,NA,NA,NA,NA,71,1962.5,24,273,211,NA,NA,NA,NA,NA,NA,NA
"2057","9634_2",0,1,NA,NA,NA,NA,NA,NA,NA,NA,71,1962.5,44,51,NA,NA,NA,NA,NA,NA,NA,NA
"2058","9634_4",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,1962.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2059","9634_5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,71,1962.5,97,92,NA,NA,NA,NA,NA,NA,NA,NA
"2060","9634_6",1,1,1,0,0,1,NA,NA,NA,NA,71,1962.5,11,11,76,10,10,185,NA,NA,NA,NA
"2061","9634_7",1,1,NA,NA,NA,NA,NA,NA,NA,NA,71,1962.5,5,169,NA,NA,NA,NA,NA,NA,NA,NA
"2062","9634_9",1,1,NA,NA,NA,NA,NA,NA,NA,NA,71,1962.5,138,221,NA,NA,NA,NA,NA,NA,NA,NA
"2063","9636_1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,68,1851.5,26,8,NA,NA,NA,NA,NA,NA,NA,NA
"2064","9636_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1851.5,252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2065","9637_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1838.5,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2066","9637_7",0,1,1,NA,NA,NA,NA,NA,NA,NA,57,1838.5,164,200,160,NA,NA,NA,NA,NA,NA,NA
"2067","9748_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1267,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2068","9754_8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,959,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2069","9756_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,827,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2070","9761_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,913,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2071","9773_8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1713,197,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072","9775_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1723,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2073","9775_4",1,1,0,1,1,NA,NA,NA,NA,NA,62,1723,140,90,30,168,136,NA,NA,NA,NA,NA
"2074","9775_5",1,0,NA,NA,NA,NA,NA,NA,NA,NA,62,1723,283,258,NA,NA,NA,NA,NA,NA,NA,NA
"2075","9776_10",1,1,NA,NA,NA,NA,NA,NA,NA,NA,60,1681,175,36,NA,NA,NA,NA,NA,NA,NA,NA
"2076","9778_0",0,0,1,NA,NA,NA,NA,NA,NA,NA,57,1797,52,99,93,NA,NA,NA,NA,NA,NA,NA
"2077","9778_5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1797,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2078","9778_7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1797,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2079","9778_9",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1797,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2080","979_10",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,188,190,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2081","979_3",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,188,117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2082","979_7",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,188,218,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2083","9901_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,933,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2084","9901_6",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,933,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2085","9901_9",0,0,NA,NA,NA,NA,NA,NA,NA,NA,62,933,10,13,NA,NA,NA,NA,NA,NA,NA,NA
"2086","9910_0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1540,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2087","9910_1",0,0,0,0,0,0,0,0,0,0,60,1540,55,45,20,60,45,30,45,35,55,45
"2088","9910_10",0,0,0,0,NA,NA,NA,NA,NA,NA,60,1540,95,20,65,65,NA,NA,NA,NA,NA,NA
"2089","9910_11",0,0,0,0,0,NA,NA,NA,NA,NA,60,1540,55,65,35,42,45,NA,NA,NA,NA,NA
"2090","9910_2",0,0,0,1,1,0,1,0,0,0,60,1540,45,65,45,25,45,65,55,45,35,55
"2091","9910_3",0,0,0,1,0,0,0,0,NA,NA,60,1540,45,60,45,45,40,30,55,35,NA,NA
"2092","9910_4",0,0,0,1,1,0,1,0,1,0,60,1540,55,45,25,35,45,50,55,25,30,45
"2093","9910_5",0,1,0,0,0,0,0,NA,NA,NA,60,1540,50,55,15,30,45,45,15,NA,NA,NA
"2094","9910_6",0,0,0,0,NA,NA,NA,NA,NA,NA,60,1540,45,45,45,50,NA,NA,NA,NA,NA,NA
"2095","9910_7",0,1,0,0,0,0,0,0,0,0,60,1540,45,40,45,30,35,30,40,45,20,35
"2096","9910_8",0,0,0,0,0,0,NA,NA,NA,NA,60,1540,45,35,11,45,40,45,NA,NA,NA,NA
"2097","9910_9",0,0,0,0,0,1,1,0,0,NA,60,1540,45,40,60,60,55,75,75,45,35,NA
"2098","9914_8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1584,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099","9917_0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1897,230,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100","9917_1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1897,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2101","9917_10",1,1,1,1,0,0,1,1,0,0,60,1897,63,40,71,172,240,10,9,122,90,15
"2102","9917_11",1,1,0,NA,NA,NA,NA,NA,NA,NA,60,1897,250,2,151,NA,NA,NA,NA,NA,NA,NA
"2103","9917_2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1897,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2104","9917_3",1,1,1,1,0,0,NA,NA,NA,NA,60,1897,144,25,120,23,191,32,NA,NA,NA,NA
"2105","9917_4",0,0,NA,NA,NA,NA,NA,NA,NA,NA,60,1897,42,120,NA,NA,NA,NA,NA,NA,NA,NA
"2106","9917_5",0,1,NA,NA,NA,NA,NA,NA,NA,NA,60,1897,240,82,NA,NA,NA,NA,NA,NA,NA,NA
"2107","9917_6",1,0,1,NA,NA,NA,NA,NA,NA,NA,60,1897,120,300,150,NA,NA,NA,NA,NA,NA,NA
"2108","9917_7",1,1,NA,NA,NA,NA,NA,NA,NA,NA,60,1897,105,2,NA,NA,NA,NA,NA,NA,NA,NA
"2109","9917_8",1,1,1,0,1,1,NA,NA,NA,NA,60,1897,176,85,90,43,120,36,NA,NA,NA,NA
"2110","9917_9",0,1,0,0,1,1,1,1,1,NA,60,1897,35,74,55,17,187,145,132,180,39,NA
"2111","9918_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,2025,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112","9919_1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1921,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113","9919_4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1921,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
