"site","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10","bio18_1981_01_01_1982_01_01","bio4_1981_01_01_1982_01_01","bio7_1981_01_01_1982_01_01","duration_minutes.1","duration_minutes.2","duration_minutes.3","duration_minutes.4","duration_minutes.5","duration_minutes.6","duration_minutes.7","duration_minutes.8","duration_minutes.9","duration_minutes.10"
"2456_123",1,0,1,1,1,0,0,1,NA,NA,NA,NA,NA,84,120,60,176,60,20,3,83,NA,NA
"2456_124",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,30,NA,NA,NA,NA,NA,NA,NA,NA
"2456_126",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,25,5,NA,NA,NA,NA,NA,NA,NA
"2456_129",1,0,1,0,0,0,0,0,0,0,NA,NA,NA,10,11,11,11,11,13,13,10,12,9
"2456_130",1,1,0,0,1,1,0,0,0,NA,NA,NA,NA,14,27,18,11,12,11,40,11,14,NA
"2456_131",1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,49,77,27,25,13,NA,NA,NA,NA,NA
"2456_132",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456_134",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,60,38,5,24,1,60,NA,NA,NA,NA
"2456_135",0,1,1,0,0,1,0,1,0,0,NA,NA,NA,11,12,10,10,11,10,11,10,12,15
"2456_136",1,0,1,0,1,1,1,0,NA,NA,NA,NA,NA,14,11,9,15,10,9,11,234,NA,NA
"2456_139",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456_140",0,0,1,1,1,0,1,1,0,0,NA,NA,NA,180,10,10,10,10,10,11,15,80,211
"2456_141",0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,20,196,15,10,12,10,169,NA,NA,NA
"2456_142",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,107,NA,NA,NA,NA,NA,NA,NA,NA
"2456_143",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456_144",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,164,NA,NA,NA,NA,NA,NA,NA,NA
"2456_145",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,53,NA,NA,NA,NA,NA,NA,NA,NA
"2456_146",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,25,170,NA,NA,NA,NA,NA,NA,NA
"2456_147",1,1,0,0,0,0,0,0,0,0,NA,NA,NA,62,140,58,138,155,119,113,64,18,31
"2456_148",0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,180,73,164,110,55,NA,NA,NA,NA,NA
"2456_149",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,83,NA,NA,NA,NA,NA,NA,NA,NA
"2456_150",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,120,NA,NA,NA,NA,NA,NA,NA,NA
"2456_151",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,102,120,264,73,40,NA,NA,NA,NA,NA
"2456_152",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,195,120,NA,NA,NA,NA,NA,NA,NA
"2456_154",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,160,136,NA,NA,NA,NA,NA,NA,NA
"2456_155",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,50,118,NA,NA,NA,NA,NA,NA,NA
"2456_156",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,114,122,110,159,110,NA,NA,NA,NA,NA
"2456_157",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,47,39,NA,NA,NA,NA,NA,NA,NA
"2456_158",1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,70,240,60,192,69,210,NA,NA,NA,NA
"2456_159",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,201,252,110,120,100,NA,NA,NA,NA,NA
"2456_160",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,73,69,75,45,60,NA,NA,NA,NA,NA
"2456_161",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,180,130,NA,NA,NA,NA,NA,NA,NA
"2456_162",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,12,NA,NA,NA,NA,NA,NA,NA,NA
"2456_163",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2456_164",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457_116",0,0,1,1,0,0,0,0,1,0,NA,NA,NA,11,10,11,11,10,11,10,16,10,11
"2457_123",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,14,NA,NA,NA,NA,NA,NA,NA
"2457_129",0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,10,11,10,10,12,12,NA,NA,NA,NA
"2457_130",1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,13,12,11,10,10,11,NA,NA,NA,NA
"2457_135",1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,16,12,10,13,10,11,12,NA,NA,NA
"2457_136",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,NA,NA,NA,NA,NA,NA,NA,NA
"2457_137",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457_138",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,33,NA,NA,NA,NA,NA,NA,NA,NA
"2457_140",1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,11,13,10,10,12,10,15,NA,NA,NA
"2457_141",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,12,NA,NA,NA,NA,NA,NA,NA
"2458_91",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458_119",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,18,12,11,11,11,11,10,11,10,10
"2458_122",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,10,10,10,10,10,10,10,11,10,10
"2458_129",0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,19,17,17,12,12,11,11,14,NA,NA
"2458_130",0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,13,12,13,9,11,10,10,10,NA,NA
"2458_134",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458_135",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,14,16,14,11,10,10,10,12,12,10
"2458_137",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,20,15,12,NA,NA,NA,NA,NA,NA
"2458_139",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458_140",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,14,11,NA,NA,NA,NA,NA,NA
"2458_141",0,0,0,1,0,0,0,0,0,0,NA,NA,NA,11,10,10,10,11,10,10,11,13,12
"2458_151",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458_160",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459_12",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459_61",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459_102",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2459_119",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,10,12,10,10,10,10,10,11,NA,NA
"2459_122",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,12,10,10,10,NA,NA,NA,NA,NA
"2459_123",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,11,NA,NA,NA,NA,NA,NA,NA
"2459_129",1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,11,10,NA,NA,NA,NA,NA,NA
"2459_130",1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,18,13,10,NA,NA,NA,NA,NA,NA
"2459_135",0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,10,42,13,10,12,NA,NA,NA,NA,NA
"2459_136",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,NA,NA,NA,NA,NA,NA,NA,NA
"2459_140",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,10,NA,NA,NA,NA,NA,NA,NA
"2459_141",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,10,11,10,13,NA,NA,NA,NA,NA
"2461_8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_12",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_26",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_33",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_62",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,195,NA,NA,NA,NA,NA,NA,NA,NA
"2461_81",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_88",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_101",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_110",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461_165",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462_133",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2462_143",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,120,60,NA,NA,NA,NA,NA,NA,NA
"2463_110",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463_117",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463_121",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463_135",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,160,NA,NA,NA,NA,NA,NA,NA,NA
"2463_152",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463_158",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2463_164",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464_123",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464_147",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469_139",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2470_126",1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,300,203,150,NA,NA,NA,NA,NA,NA
"2471_126",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2471_150",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,75,20,120,128,73,NA,NA,NA,NA,NA
"2472_138",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA
"2472_162",0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,180,58,42,120,300,NA,NA,NA,NA,NA
"2480_149",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2498_113",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7556,186,113,102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2536_131",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2545_71",0,0,NA,NA,NA,NA,NA,NA,NA,NA,5846,539,123,300,300,NA,NA,NA,NA,NA,NA,NA,NA
"2556_162",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6335,638,123,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2575_104",0,0,NA,NA,NA,NA,NA,NA,NA,NA,5359,794,128,40,144,NA,NA,NA,NA,NA,NA,NA,NA
"2598_120",1,1,1,1,1,1,1,1,1,1,NA,NA,NA,11,10,10,10,11,10,10,10,10,10
"2598_124",1,1,1,0,0,1,1,1,1,1,NA,NA,NA,11,10,10,12,11,10,10,10,10,10
"2598_129",0,0,1,1,1,1,0,0,0,0,NA,NA,NA,13,12,1,12,12,12,11,11,10,23
"2598_130",1,0,1,0,0,0,0,0,0,0,NA,NA,NA,11,13,11,15,10,12,13,10,10,13
"2598_135",1,0,0,1,0,0,0,0,0,1,NA,NA,NA,17,10,10,10,10,10,16,12,18,12
"2598_136",1,1,0,1,1,0,0,1,NA,NA,NA,NA,NA,1,10,13,15,11,12,14,10,NA,NA
"2598_141",1,1,1,1,0,0,0,1,1,1,NA,NA,NA,10,10,10,10,10,12,12,12,13,11
"2598_142",1,1,1,1,1,1,0,0,1,0,NA,NA,NA,10,10,10,10,10,14,11,16,10,11
"2598_151",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,19,16,NA,NA,NA,NA,NA,NA,NA
"2599_117",0,1,0,0,0,1,0,0,1,0,NA,NA,NA,11,12,10,10,10,11,10,15,10,10
"2599_122",0,1,0,1,1,0,0,0,0,0,NA,NA,NA,10,10,10,10,10,10,10,12,10,10
"2599_124",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,10,10,NA,NA,NA,NA,NA,NA
"2599_129",1,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,12,10,15,11,10,11,10,10,NA,NA
"2599_130",0,1,1,1,0,0,1,1,NA,NA,NA,NA,NA,10,11,12,11,12,12,11,11,NA,NA
"2599_135",1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,14,12,13,11,12,NA,NA,NA,NA,NA
"2599_136",1,1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,10,12,14,10,10,14,14,NA,NA,NA
"2599_140",0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,10,11,4,7,14,12,NA,NA,NA,NA
"2599_141",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,NA,NA,NA,NA,NA,NA,NA,NA
"2599_148",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600_116",0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,15,14,13,10,11,12,NA,NA,NA,NA
"2600_122",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,14,10,NA,NA,NA,NA,NA,NA
"2600_129",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,NA,NA,NA,NA,NA,NA,NA,NA
"2600_130",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,11,NA,NA,NA,NA,NA,NA,NA,NA
"2600_135",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600_136",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600_139",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600_140",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,17,NA,NA,NA,NA,NA,NA,NA
"2601_116",1,1,0,1,1,0,0,1,0,0,NA,NA,NA,10,12,10,12,14,13,11,12,10,10
"2601_122",0,1,0,0,0,0,0,0,0,0,NA,NA,NA,10,11,10,11,10,10,10,12,10,11
"2601_123",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,10,10,13,NA,NA,NA,NA,NA,NA
"2601_129",0,0,0,0,1,1,0,1,1,1,NA,NA,NA,10,10,10,10,12,10,17,10,14,10
"2601_130",0,0,0,1,1,0,0,1,1,1,NA,NA,NA,10,13,16,10,15,11,11,10,11,12
"2601_135",1,0,1,1,0,1,0,1,0,0,NA,NA,NA,11,14,10,10,14,10,11,15,14,10
"2601_136",0,0,0,0,1,0,0,1,1,1,NA,NA,NA,10,13,11,10,10,12,10,17,17,12
"2601_140",0,0,1,0,0,0,0,1,0,1,NA,NA,NA,11,7,10,10,8,10,10,10,10,10
"2601_142",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,14,12,12,14,96,300,49,NA,NA,NA
"2601_145",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2601_157",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_45",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,300,NA,NA,NA,NA,NA,NA,NA,NA
"2602_50",0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,122,135,270,NA,NA,NA,NA,NA,NA
"2602_65",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_71",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_76",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_84",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_89",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_91",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,20,240,NA,NA,NA,NA,NA,NA,NA
"2602_92",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,150,210,60,200,60,NA,NA,NA,NA,NA
"2602_95",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,180,180,NA,NA,NA,NA,NA,NA,NA
"2602_97",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_98",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,215,NA,NA,NA,NA,NA,NA,NA,NA
"2602_100",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_101",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,240,NA,NA,NA,NA,NA,NA,NA,NA
"2602_102",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,13,45,20,168,5,NA,NA,NA,NA,NA
"2602_103",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_104",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_105",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_107",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_111",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_112",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,52,121,NA,NA,NA,NA,NA,NA,NA
"2602_113",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,178,16,NA,NA,NA,NA,NA,NA,NA
"2602_117",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"2602_118",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,150,NA,NA,NA,NA,NA,NA,NA,NA
"2602_119",0,1,1,0,0,0,0,0,1,0,NA,NA,NA,10,13,8,10,10,10,10,10,10,10
"2602_120",0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,29,83,NA,NA,NA,NA,NA,NA,NA
"2602_121",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252,23,NA,NA,NA,NA,NA,NA,NA,NA
"2602_122",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,10,13,12,11,12,10,11,10,14,14
"2602_123",0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,93,171,230,206,11,14,NA,NA,NA,NA
"2602_124",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,NA,NA,NA,NA,NA,NA,NA,NA
"2602_129",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,19,10,10,11,10,20,15,12,11,13
"2602_130",1,1,0,0,0,0,0,0,0,0,NA,NA,NA,13,18,12,11,11,10,12,12,12,10
"2602_134",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_135",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,240,10,14,11,11,10,11,279,12,13
"2602_136",0,0,1,1,0,0,0,0,0,0,NA,NA,NA,18,14,258,240,10,10,10,10,10,10
"2602_137",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14,14,10,10,55,NA,NA,NA,NA,NA
"2602_139",1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,120,240,250,NA,NA,NA,NA,NA,NA
"2602_140",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,12,13,NA,NA,NA,NA,NA,NA
"2602_141",0,0,0,0,1,0,0,0,0,0,NA,NA,NA,10,10,10,10,10,10,11,15,16,12
"2602_142",0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,270,220,248,10,10,NA,NA,NA,NA,NA
"2602_147",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,240,52,206,NA,NA,NA,NA,NA,NA
"2602_148",0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,190,82,300,64,179,NA,NA,NA,NA,NA
"2602_150",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,200,210,NA,NA,NA,NA,NA,NA,NA
"2602_154",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602_157",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,206,NA,NA,NA,NA,NA,NA,NA,NA
"2602_159",1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,20,120,NA,NA,NA,NA,NA,NA,NA
"2602_163",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,94,NA,NA,NA,NA,NA,NA,NA,NA
"2603_97",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2603_111",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2603_115",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2603_117",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,11,14,10,14,12,11,11,11,12,12
"2603_119",0,0,0,0,0,0,1,1,1,0,NA,NA,NA,11,10,11,10,11,10,11,10,10,10
"2603_122",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,10,12,12,10,10,10,10,10,10,10
"2603_123",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,10,10,11,10,10,11,11,10,10,11
"2603_129",0,0,1,1,0,0,0,1,1,0,NA,NA,NA,11,11,7,10,14,11,10,17,10,15
"2603_130",0,0,1,0,0,0,0,1,0,0,NA,NA,NA,12,11,12,11,12,10,12,11,11,11
"2603_135",1,0,1,1,0,0,0,0,0,NA,NA,NA,NA,14,15,12,10,10,10,11,10,15,NA
"2603_136",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,12,12,13,11,14,11,15,10,10,12
"2603_140",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,10,14,10,20,10,15,10,12,12,13
"2603_141",0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,10,10,10,10,10,10,10,9,10,NA
"2603_159",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,13,NA,NA,NA,NA,NA,NA,NA,NA
"2603_162",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,101,15,NA,NA,NA,NA,NA,NA,NA
"2603_163",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604_84",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604_85",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604_89",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
